NGram,Frequency
"('in', 'the')",84
"('san', 'francisco')",40
"('reported', 'that')",36
"('demand', 'for')",36
"('kansas', 'city')",32
"('increases', 'in')",32
"('most', 'districts')",30
"('st', 'louis')",29
"('in', 'some')",27
"('in', 'most')",27
"('pace', 'of')",24
"('and', 'san')",24
"('districts', 'reported')",24
"('reports', 'indicated')",24
"('new', 'york')",23
"('the', 'pace')",21
"('further', 'in')",21
"('and', 'other')",20
"('activity', 'in')",20
"('that', 'the')",18
"('high', 'levels')",18
"('on', 'the')",18
"('some', 'areas')",17
"('dallas', 'and')",15
"('reports', 'on')",15
"('generally', 'remained')",15
"('in', 'general')",15
"('noted', 'that')",15
"('and', 'kansas')",15
"('and', 'dallas')",15
"('further', 'increases')",15
"('construction', 'activity')",15
"('the', 'st')",15
"('real', 'estate')",14
"('of', 'growth')",12
"('francisco', 'reported')",12
"('and', 'atlanta')",12
"('providers', 'of')",12
"('strong', 'demand')",12
"('in', 'residential')",12
"('in', 'demand')",12
"('reported', 'a')",12
"('increased', 'further')",12
"('indicated', 'that')",12
"('at', 'high')",12
"('activity', 'has')",12
"('and', 'increased')",12
"('francisco', 'districts')",12
"('the', 'market')",12
"('activity', 'was')",11
"('federal', 'reserve')",9
"('reports', 'from')",9
"('economic', 'growth')",9
"('a', 'decline')",9
"('decline', 'in')",9
"('retail', 'sales')",9
"('from', 'the')",9
"('for', 'commercial')",9
"('more', 'generally')",9
"('mortgage', 'lending')",9
"('and', 'some')",9
"('wages', 'and')",9
"('in', 'prices')",9
"('prices', 'of')",9
"('on', 'net')",9
"('a', 'few')",9
"('for', 'some')",9
"('an', 'increase')",9
"('increase', 'in')",9
"('ability', 'to')",9
"('final', 'prices')",9
"('a', 'bit')",9
"('bit', 'further')",9
"('in', 'a')",9
"('chicago', 'and')",9
"('chicago', 'reported')",9
"('in', 'part')",9
"('part', 'by')",9
"('city', 'and')",9
"('and', 'minneapolis')",9
"('has', 'been')",9
"('atlanta', 'reported')",9
"('and', 'richmond')",9
"('general', 'and')",9
"('richmond', 'and')",9
"('dallas', 'districts')",9
"('activity', 'on')",9
"('by', 'contrast')",9
"('for', 'makers')",9
"('makers', 'of')",9
"('residential', 'construction')",9
"('over', 'the')",9
"('districts', 'as')",9
"('was', 'strong')",9
"('wage', 'increases')",9
"('philadelphia', 'cleveland')",8
"('cleveland', 'richmond')",8
"('of', 'the')",8
"('nonfinancial', 'services')",8
"('were', 'mixed')",8
"('during', 'june')",6
"('growth', 'has')",6
"('has', 'slowed')",6
"('characterized', 'the')",6
"('the', 'overall')",6
"('of', 'economic')",6
"('growth', 'as')",6
"('atlanta', 'and')",6
"('and', 'st')",6
"('the', 'philadelphia')",6
"('growth', 'in')",6
"('on', 'retail')",6
"('the', 'year')",6
"('year', 'but')",6
"('spending', 'remained')",6
"('and', 'activity')",6
"('sector', 'were')",6
"('significant', 'gains')",6
"('gains', 'in')",6
"('durable', 'goods')",6
"('agricultural', 'and')",6
"('and', 'naturalresource')",6
"('residential', 'real')",6
"('estate', 'markets')",6
"('various', 'districts')",6
"('reported', 'an')",6
"('commercial', 'space')",6
"('lending', 'activity')",6
"('commercial', 'and')",6
"('and', 'industrial')",6
"('industrial', 'lending')",6
"('expanded', 'further')",6
"('lending', 'and')",6
"('reduced', 'demand')",6
"('for', 'consumer')",6
"('of', 'final')",6
"('final', 'goods')",6
"('goods', 'and')",6
"('and', 'services')",6
"('remained', 'modest')",6
"('few', 'districts')",6
"('districts', 'noted')",6
"('prices', 'for')",6
"('scattered', 'reports')",6
"('manufacturers', 'and')",6
"('and', 'retailers')",6
"('retailers', 'ability')",6
