NGram,Frequency
"('during', 'the', 'reporting', 'period')",19
"('since', 'the', 'previous', 'report')",19
"('in', 'October', 'and', 'November')",15
"('since', 'the', 'last', 'report')",13
"('from', 'a', 'year', 'ago')",11
"('to', 'a', 'year', 'ago')",7
"('noted', 'an', 'increase', 'in')",6
"('reported', 'an', 'increase', 'in')",6
"('over', 'the', 'reporting', 'period')",6
"('relative', 'to', 'a', 'year')",6
"('the', 'previous', 'Beige', 'Book')",6
"('Real', 'Estate', 'and', 'Construction')",6
"('at', 'a', 'moderate', 'pace')",6
"('the', 'same', 'period', 'last')",6
"('same', 'period', 'last', 'year')",6
"('and', 'San', 'Francisco', 'Districts')",5
"('relative', 'to', 'last', 'year')",5
"('than', 'a', 'year', 'ago')",5
"('Construction', 'and', 'Real', 'Estate')",5
"('increased', 'from', 'a', 'year')",5
"('from', 'a', 'year', 'earlier')",5
"('Return', 'to', 'top', 'Consumer')",5
"('to', 'top', 'Consumer', 'Spending')",5
"('at', 'a', 'modest', 'pace')",5
"('the', 'previous', 'report', 'A')",5
"('the', 'previous', 'survey', 'period')",5
"('from', 'the', 'previous', 'report')",5
"('the', 'previous', 'reporting', 'period')",5
"('from', 'the', 'same', 'period')",5
"('the', 'upcoming', 'holiday', 'season')",4
"('Chicago', 'and', 'San', 'Francisco')",4
"('and', 'San', 'Francisco', 'reported')",4
"('at', 'a', 'high', 'level')",4
"('Commercial', 'real', 'estate', 'activity')",4
"('an', 'increase', 'in', 'demand')",4
"('with', 'a', 'year', 'ago')",4
"('in', 'commercial', 'real', 'estate')",4
"('the', 'next', 'six', 'months')",4
"('since', 'the', 'previous', 'Beige')",4
"('compared', 'to', 'the', 'previous')",4
"('parts', 'of', 'the', 'District')",4
"('at', 'a', 'slightly', 'slower')",4
"('increased', 'since', 'the', 'previous')",4
"('with', 'the', 'same', 'period')",4
"('the', 'MinneapolisSt', 'Paul', 'area')",4
"('According', 'to', 'preliminary', 'results')",4
"('to', 'preliminary', 'results', 'from')",4
"('preliminary', 'results', 'from', 'the')",4
"('since', 'the', 'previous', 'survey')",4
"('the', 'last', 'six', 'weeks')",4
"('Consumer', 'Spending', 'and', 'Tourism')",3
"('Districts', 'in', 'October', 'and')",3
"('Richmond', 'and', 'San', 'Francisco')",3
"('to', 'last', 'year', 'and')",3
"('higher', 'than', 'a', 'year')",3
"('Kansas', 'City', 'and', 'Dallas')",3
"('in', 'a', 'number', 'of')",3
"('a', 'number', 'of', 'Districts')",3
"('Agriculture', 'and', 'Natural', 'Resources')",3
"('were', 'ahead', 'of', 'their')",3
"('reported', 'that', 'the', 'recent')",3
"('up', 'from', 'a', 'year')",3
"('Prices', 'and', 'Wages', 'Overall')",3
"('the', 'reporting', 'period', 'and')",3
"('for', 'the', 'coming', 'year')",3
"('the', 'Affordable', 'Care', 'Act')",3
"('in', 'the', 'third', 'quarter')",3
"('for', 'commercial', 'real', 'estate')",3
"('in', 'the', 'coming', 'months')",3
"('compared', 'with', 'a', 'year')",3
"('are', 'reported', 'to', 'be')",3
"('in', 'recent', 'months', 'and')",3
"('to', 'a', 'year', 'earlier')",3
"('across', 'all', 'loan', 'categories')",3
"('previous', 'Beige', 'Book', 'period')",3
"('over', 'the', 'next', 'six')",3
"('new', 'orders', 'and', 'shipments')",3
"('compared', 'with', 'last', 'year')",3
"('commercial', 'and', 'industrial', 'loans')",3
"('the', 'remainder', 'of', 'the')",3
"('growth', 'since', 'the', 'previous')",3
"('in', 'new', 'orders', 'and')",3
"('reported', 'no', 'change', 'in')",3
"('higher', 'compared', 'to', 'the')",3
"('the', 'same', 'period', 'in')",3
"('same', 'period', 'in', '2013')",3
"('during', 'the', 'past', 'six')",3
"('the', 'past', 'six', 'weeks')",3
"('a', 'modest', 'decline', 'in')",3
"('in', 'some', 'parts', 'of')",3
"('some', 'parts', 'of', 'the')",3
"('at', 'a', 'faster', 'pace')",3
"('a', 'slightly', 'slower', 'pace')",3
"('since', 'our', 'previous', 'report')",3
"('real', 'estate', 'activity', 'increased')",3
"('of', 'contacts', 'reported', 'that')",3
"('over', 'the', 'next', 'three')",3
"('the', 'previous', 'report', 'with')",3
"('contacts', 'continued', 'to', 'report')",3
"('continued', 'to', 'increase', 'at')",3
"('to', 'increase', 'at', 'a')",3
"('of', 'the', 'reporting', 'period')",3
"('compared', 'with', 'the', 'same')",3
"('than', 'in', 'the', 'previous')",3
"('in', 'the', 'MinneapolisSt', 'Paul')",3
"('a', 'year', 'ago', 'and')",3
