NGram,Frequency
"('kansas', 'city', 'dallas', 'and', 'san')",9
"('city', 'dallas', 'and', 'san', 'francisco')",9
"('kansas', 'city', 'and', 'san', 'francisco')",9
"('city', 'and', 'san', 'francisco', 'districts')",9
"('in', 'the', 'boston', 'cleveland', 'atlanta')",6
"('dallas', 'and', 'san', 'francisco', 'districts')",6
"('and', 'san', 'francisco', 'districts', 'increased')",6
"('activity', 'continued', 'to', 'expand', 'in')",6
"('for', 'professional', 'and', 'nonfinancial', 'services')",6
"('a', 'decline', 'in', 'demand', 'from')",6
"('decline', 'in', 'demand', 'from', 'government')",6
"('in', 'demand', 'from', 'government', 'agencies')",6
"('expectations', 'for', 'the', 'holiday', 'shopping')",6
"('for', 'the', 'holiday', 'shopping', 'season')",6
"('the', 'holiday', 'shopping', 'season', 'were')",6
"('during', 'the', 'past', 'six', 'weeks')",6
"('activity', 'in', 'the', 'energy', 'sector')",6
"('remained', 'stable', 'across', 'most', 'districts')",6
"('final', 'goods', 'and', 'services', 'were')",6
"('goods', 'and', 'services', 'were', 'fairly')",6
"('and', 'services', 'were', 'fairly', 'stable')",6
"('despite', 'rising', 'input', 'costs', 'especially')",6
"('rising', 'input', 'costs', 'especially', 'for')",6
"('input', 'costs', 'especially', 'for', 'agricultural')",6
"('costs', 'especially', 'for', 'agricultural', 'commodities')",6
"('especially', 'for', 'agricultural', 'commodities', 'metals')",6
"('for', 'agricultural', 'commodities', 'metals', 'and')",6
"('agricultural', 'commodities', 'metals', 'and', 'fuel')",6
"('hiring', 'activity', 'showed', 'some', 'improvement')",6
"('activity', 'showed', 'some', 'improvement', 'across')",6
"('showed', 'some', 'improvement', 'across', 'most')",6
"('some', 'improvement', 'across', 'most', 'districts')",6
"('and', 'san', 'francisco', 'districts', 'reported')",6
"('boston', 'new', 'york', 'and', 'richmond')",6
"('the', 'new', 'york', 'atlanta', 'and')",6
"('richmond', 'and', 'chicago', 'districts', 'reported')",6
"('manufacturing', 'activity', 'continued', 'to', 'expand')",5
"('st', 'louis', 'and', 'kansas', 'city')",5
"('reports', 'from', 'the', 'twelve', 'federal')",3
"('from', 'the', 'twelve', 'federal', 'reserve')",3
"('the', 'twelve', 'federal', 'reserve', 'districts')",3
