NGram,Frequency
"('evidence', 'of', 'any', 'broadbased', 'acceleration')",40
"('of', 'any', 'broadbased', 'acceleration', 'in')",40
"('dallas', 'and', 'san', 'francisco', 'report')",30
"('there', 'is', 'no', 'evidence', 'of')",26
"('is', 'no', 'evidence', 'of', 'any')",26
"('no', 'evidence', 'of', 'any', 'broadbased')",26
"('kansas', 'city', 'and', 'san', 'francisco')",22
"('atlanta', 'chicago', 'and', 'kansas', 'city')",22
"('and', 'san', 'francisco', 'report', 'that')",22
"('any', 'broadbased', 'acceleration', 'in', 'prices')",21
"('broadbased', 'acceleration', 'in', 'prices', 'of')",21
"('acceleration', 'in', 'prices', 'of', 'finished')",21
"('in', 'prices', 'of', 'finished', 'goods')",21
"('prices', 'of', 'finished', 'goods', 'and')",21
"('of', 'finished', 'goods', 'and', 'services')",21
"('finished', 'goods', 'and', 'services', 'retailers')",21
"('goods', 'and', 'services', 'retailers', 'in')",21
"('and', 'services', 'retailers', 'in', 'boston')",21
"('services', 'retailers', 'in', 'boston', 'new')",21
"('retailers', 'in', 'boston', 'new', 'york')",21
"('in', 'boston', 'new', 'york', 'atlanta')",21
"('boston', 'new', 'york', 'atlanta', 'chicago')",21
"('new', 'york', 'atlanta', 'chicago', 'minneapolis')",21
"('york', 'atlanta', 'chicago', 'minneapolis', 'and')",21
"('atlanta', 'chicago', 'minneapolis', 'and', 'san')",21
"('chicago', 'minneapolis', 'and', 'san', 'francisco')",21
"('minneapolis', 'and', 'san', 'francisco', 'report')",21
"('and', 'san', 'francisco', 'report', 'stable')",21
"('san', 'francisco', 'report', 'stable', 'prices')",21
"('francisco', 'report', 'stable', 'prices', 'while')",21
"('report', 'stable', 'prices', 'while', 'those')",21
"('stable', 'prices', 'while', 'those', 'in')",21
"('prices', 'while', 'those', 'in', 'philadelphia')",21
"('while', 'those', 'in', 'philadelphia', 'richmond')",21
"('those', 'in', 'philadelphia', 'richmond', 'kansas')",21
"('in', 'philadelphia', 'richmond', 'kansas', 'city')",21
"('philadelphia', 'richmond', 'kansas', 'city', 'and')",21
"('richmond', 'kansas', 'city', 'and', 'dallas')",21
"('kansas', 'city', 'and', 'dallas', 'indicate')",21
"('city', 'and', 'dallas', 'indicate', 'modest')",21
"('and', 'dallas', 'indicate', 'modest', 'increases')",21
"('dallas', 'indicate', 'modest', 'increases', 'hotel')",21
"('indicate', 'modest', 'increases', 'hotel', 'room')",21
"('modest', 'increases', 'hotel', 'room', 'rates')",21
"('increases', 'hotel', 'room', 'rates', 'have')",21
"('hotel', 'room', 'rates', 'have', 'risen')",21
"('room', 'rates', 'have', 'risen', 'noticeably')",21
"('rates', 'have', 'risen', 'noticeably', 'in')",21
"('have', 'risen', 'noticeably', 'in', 'boston')",21
"('risen', 'noticeably', 'in', 'boston', 'but')",21
"('noticeably', 'in', 'boston', 'but', 'have')",21
"('in', 'boston', 'but', 'have', 'leveled')",21
"('boston', 'but', 'have', 'leveled', 'off')",21
"('but', 'have', 'leveled', 'off', 'in')",21
"('have', 'leveled', 'off', 'in', 'new')",21
"('leveled', 'off', 'in', 'new', 'york')",21
"('off', 'in', 'new', 'york', 'following')",21
"('in', 'new', 'york', 'following', 'sharp')",21
"('new', 'york', 'following', 'sharp', 'rises')",21
"('york', 'following', 'sharp', 'rises', 'last')",21
"('following', 'sharp', 'rises', 'last', 'year')",21
"('sharp', 'rises', 'last', 'year', 'return')",21
"('rises', 'last', 'year', 'return', 'to')",21
"('last', 'year', 'return', 'to', 'top')",21
"('year', 'return', 'to', 'top', 'boston')",21
"('in', 'the', 'eastern', 'part', 'of')",20
"('the', 'eastern', 'part', 'of', 'the')",20
"('eastern', 'part', 'of', 'the', 'country')",20
"('are', 'reported', 'in', 'new', 'york')",20
"('consumer', 'prices', 'remain', 'relatively', 'stable')",20
"('prices', 'remain', 'relatively', 'stable', 'despite')",20
"('remain', 'relatively', 'stable', 'despite', 'some')",20
"('relatively', 'stable', 'despite', 'some', 'apparent')",20
"('stable', 'despite', 'some', 'apparent', 'intensification')",20
"('despite', 'some', 'apparent', 'intensification', 'in')",20
"('some', 'apparent', 'intensification', 'in', 'input')",20
"('apparent', 'intensification', 'in', 'input', 'price')",20
"('intensification', 'in', 'input', 'price', 'pressures')",20
"('in', 'input', 'price', 'pressures', 'manufacturers')",20
"('input', 'price', 'pressures', 'manufacturers', 'in')",20
"('price', 'pressures', 'manufacturers', 'in', 'new')",20
"('pressures', 'manufacturers', 'in', 'new', 'york')",20
"('manufacturers', 'in', 'new', 'york', 'philadelphia')",20
"('in', 'new', 'york', 'philadelphia', 'and')",20
"('new', 'york', 'philadelphia', 'and', 'chicago')",20
"('york', 'philadelphia', 'and', 'chicago', 'indicate')",20
"('philadelphia', 'and', 'chicago', 'indicate', 'a')",20
"('and', 'chicago', 'indicate', 'a', 'general')",20
"('chicago', 'indicate', 'a', 'general', 'increase')",20
"('indicate', 'a', 'general', 'increase', 'in')",20
"('a', 'general', 'increase', 'in', 'input')",20
"('general', 'increase', 'in', 'input', 'costs')",20
"('increase', 'in', 'input', 'costs', 'although')",20
"('in', 'input', 'costs', 'although', 'those')",20
"('input', 'costs', 'although', 'those', 'in')",20
"('costs', 'although', 'those', 'in', 'boston')",20
"('although', 'those', 'in', 'boston', 'report')",20
"('those', 'in', 'boston', 'report', 'flat')",20
"('in', 'boston', 'report', 'flat', 'to')",20
"('boston', 'report', 'flat', 'to', 'declining')",20
"('report', 'flat', 'to', 'declining', 'input')",20
"('flat', 'to', 'declining', 'input', 'prices')",20
"('to', 'declining', 'input', 'prices', 'a')",20
"('declining', 'input', 'prices', 'a', 'number')",20
"('input', 'prices', 'a', 'number', 'of')",20
"('prices', 'a', 'number', 'of', 'districts')",20
"('a', 'number', 'of', 'districts', 'indicate')",20
"('number', 'of', 'districts', 'indicate', 'an')",20
"('of', 'districts', 'indicate', 'an', 'acceleration')",20
"('districts', 'indicate', 'an', 'acceleration', 'in')",20
"('indicate', 'an', 'acceleration', 'in', 'prices')",20
"('an', 'acceleration', 'in', 'prices', 'for')",20
"('acceleration', 'in', 'prices', 'for', 'certain')",20
"('in', 'prices', 'for', 'certain', 'materialsparticularly')",20
"('prices', 'for', 'certain', 'materialsparticularly', 'construction')",20
"('for', 'certain', 'materialsparticularly', 'construction', 'materials')",20
"('certain', 'materialsparticularly', 'construction', 'materials', 'such')",20
"('materialsparticularly', 'construction', 'materials', 'such', 'as')",20
"('construction', 'materials', 'such', 'as', 'drywall')",20
"('materials', 'such', 'as', 'drywall', 'lumber')",20
"('such', 'as', 'drywall', 'lumber', 'bricks')",20
"('as', 'drywall', 'lumber', 'bricks', 'and')",20
"('drywall', 'lumber', 'bricks', 'and', 'insulation')",20
"('lumber', 'bricks', 'and', 'insulation', 'materials')",20
"('bricks', 'and', 'insulation', 'materials', 'as')",20
"('and', 'insulation', 'materials', 'as', 'well')",20
"('insulation', 'materials', 'as', 'well', 'as')",20
"('materials', 'as', 'well', 'as', 'energy')",20
"('as', 'well', 'as', 'energy', 'and')",20
