NGram,Frequency
"('cleveland', 'atlanta', 'chicago', 'st', 'louis')",6
"('spending', 'and', 'retail', 'sales', 'were')",6
"('up', 'in', 'late', 'april', 'and')",6
"('in', 'late', 'april', 'and', 'may')",6
"('luxury', 'items', 'were', 'selling', 'better')",6
"('items', 'were', 'selling', 'better', 'than')",6
"('travel', 'and', 'tourism', 'remained', 'healthy')",6
"('and', 'tourism', 'remained', 'healthy', 'despite')",6
"('tourism', 'remained', 'healthy', 'despite', 'the')",6
"('remained', 'healthy', 'despite', 'the', 'recent')",6
"('healthy', 'despite', 'the', 'recent', 'rise')",6
"('despite', 'the', 'recent', 'rise', 'in')",6
"('the', 'recent', 'rise', 'in', 'gas')",6
"('recent', 'rise', 'in', 'gas', 'prices')",6
"('manufacturing', 'activity', 'was', 'up', 'in')",6
"('producing', 'for', 'the', 'residential', 'construction')",6
"('strength', 'among', 'machinery', 'and', 'equipment')",6
"('among', 'machinery', 'and', 'equipment', 'manufacturers')",6
"('increasing', 'strength', 'in', 'the', 'commercial')",6
"('reported', 'little', 'or', 'no', 'change')",6
"('little', 'or', 'no', 'change', 'in')",6
"('or', 'no', 'change', 'in', 'overall')",6
"('no', 'change', 'in', 'overall', 'loan')",6
"('change', 'in', 'overall', 'loan', 'demand')",6
"('for', 'workers', 'with', 'specialized', 'skills')",6
"('st', 'louis', 'and', 'kansas', 'city')",6
"('of', 'the', 'san', 'francisco', 'district')",6
"('and', 'dallas', 'reported', 'strong', 'demand')",6
"('dallas', 'reported', 'strong', 'demand', 'for')",6
"('atlanta', 'chicago', 'st', 'louis', 'and')",6
"('described', 'the', 'districts', 'housing', 'markets')",6
"('the', 'districts', 'housing', 'markets', 'as')",6
"('a', 'pickup', 'in', 'mortgage', 'lending')",6
"('cleveland', 'richmond', 'atlanta', 'chicago', 'st')",5
"('richmond', 'atlanta', 'chicago', 'st', 'louis')",5
"('consumer', 'spending', 'and', 'retail', 'sales')",5
"('more', 'than', 'half', 'the', 'districts')",5
"('reports', 'from', 'the', 'twelve', 'federal')",3
"('from', 'the', 'twelve', 'federal', 'reserve')",3
"('the', 'twelve', 'federal', 'reserve', 'banks')",3
"('twelve', 'federal', 'reserve', 'banks', 'indicated')",3
"('federal', 'reserve', 'banks', 'indicated', 'that')",3
"('reserve', 'banks', 'indicated', 'that', 'economic')",3
"('banks', 'indicated', 'that', 'economic', 'activity')",3
"('indicated', 'that', 'economic', 'activity', 'continued')",3
"('that', 'economic', 'activity', 'continued', 'to')",3
"('economic', 'activity', 'continued', 'to', 'expand')",3
"('activity', 'continued', 'to', 'expand', 'from')",3
"('continued', 'to', 'expand', 'from', 'midapril')",3
"('to', 'expand', 'from', 'midapril', 'through')",3
"('expand', 'from', 'midapril', 'through', 'may')",3
"('from', 'midapril', 'through', 'may', 'seven')",3
"('midapril', 'through', 'may', 'seven', 'banks')",3
"('through', 'may', 'seven', 'banks', 'described')",3
"('may', 'seven', 'banks', 'described', 'growth')",3
"('seven', 'banks', 'described', 'growth', 'in')",3
"('banks', 'described', 'growth', 'in', 'their')",3
"('described', 'growth', 'in', 'their', 'districts')",3
"('growth', 'in', 'their', 'districts', 'as')",3
"('in', 'their', 'districts', 'as', 'modest')",3
"('their', 'districts', 'as', 'modest', 'or')",3
"('districts', 'as', 'modest', 'or', 'moderate')",3
"('as', 'modest', 'or', 'moderate', 'cleveland')",3
"('modest', 'or', 'moderate', 'cleveland', 'atlanta')",3
"('or', 'moderate', 'cleveland', 'atlanta', 'chicago')",3
"('moderate', 'cleveland', 'atlanta', 'chicago', 'st')",3
"('atlanta', 'chicago', 'st', 'louis', 'kansas')",3
"('chicago', 'st', 'louis', 'kansas', 'city')",3
"('st', 'louis', 'kansas', 'city', 'new')",3
"('louis', 'kansas', 'city', 'new', 'york')",3
"('kansas', 'city', 'new', 'york', 'and')",3
"('city', 'new', 'york', 'and', 'san')",3
"('new', 'york', 'and', 'san', 'francisco')",3
"('york', 'and', 'san', 'francisco', 'dallas')",3
"('and', 'san', 'francisco', 'dallas', 'reported')",3
"('san', 'francisco', 'dallas', 'reported', 'growth')",3
"('francisco', 'dallas', 'reported', 'growth', 'as')",3
"('dallas', 'reported', 'growth', 'as', 'moderately')",3
"('reported', 'growth', 'as', 'moderately', 'strong')",3
"('growth', 'as', 'moderately', 'strong', 'and')",3
"('as', 'moderately', 'strong', 'and', 'minneapolis')",3
"('moderately', 'strong', 'and', 'minneapolis', 'said')",3
"('strong', 'and', 'minneapolis', 'said', 'the')",3
"('and', 'minneapolis', 'said', 'the', 'districts')",3
"('minneapolis', 'said', 'the', 'districts', 'economy')",3
"('said', 'the', 'districts', 'economy', 'edged')",3
"('the', 'districts', 'economy', 'edged', 'up')",3
"('districts', 'economy', 'edged', 'up', 'philadelphia')",3
"('economy', 'edged', 'up', 'philadelphia', 'reported')",3
"('edged', 'up', 'philadelphia', 'reported', 'that')",3
"('up', 'philadelphia', 'reported', 'that', 'growth')",3
"('philadelphia', 'reported', 'that', 'growth', 'was')",3
"('reported', 'that', 'growth', 'was', 'somewhat')",3
"('that', 'growth', 'was', 'somewhat', 'faster')",3
"('growth', 'was', 'somewhat', 'faster', 'than')",3
"('was', 'somewhat', 'faster', 'than', 'in')",3
"('somewhat', 'faster', 'than', 'in', 'recent')",3
"('faster', 'than', 'in', 'recent', 'months')",3
"('than', 'in', 'recent', 'months', 'and')",3
"('in', 'recent', 'months', 'and', 'richmond')",3
"('recent', 'months', 'and', 'richmond', 'said')",3
"('months', 'and', 'richmond', 'said', 'growth')",3
"('and', 'richmond', 'said', 'growth', 'picked')",3
"('richmond', 'said', 'growth', 'picked', 'up')",3
"('said', 'growth', 'picked', 'up', 'a')",3
"('growth', 'picked', 'up', 'a', 'bit')",3
"('picked', 'up', 'a', 'bit', 'boston')",3
"('up', 'a', 'bit', 'boston', 'characterized')",3
"('a', 'bit', 'boston', 'characterized', 'reports')",3
"('bit', 'boston', 'characterized', 'reports', 'from')",3
"('boston', 'characterized', 'reports', 'from', 'its')",3
"('characterized', 'reports', 'from', 'its', 'contacts')",3
"('reports', 'from', 'its', 'contacts', 'as')",3
"('from', 'its', 'contacts', 'as', 'generally')",3
"('and', 'retail', 'sales', 'were', 'generally')",3
