NGram,Frequency
"('in', 'the')",80
"('kansas', 'city')",56
"('new', 'york')",50
"('san', 'francisco')",50
"('reported', 'that')",39
"('st', 'louis')",34
"('and', 'san')",33
"('the', 'districts')",33
"('and', 'kansas')",27
"('up', 'in')",24
"('growth', 'in')",21
"('sales', 'were')",21
"('in', 'philadelphia')",21
"('and', 'dallas')",21
"('real', 'estate')",20
"('there', 'was')",19
"('reports', 'from')",18
"('change', 'in')",18
"('half', 'the')",18
"('atlanta', 'and')",18
"('cleveland', 'and')",18
"('on', 'the')",18
"('of', 'the')",17
"('consumer', 'spending')",16
"('pickup', 'in')",15
"('weakness', 'in')",15
"('in', 'commercial')",15
"('in', 'st')",15
"('noted', 'that')",15
"('dallas', 'and')",15
"('housing', 'markets')",15
"('parts', 'of')",15
"('prices', 'for')",15
"('boston', 'new')",14
"('several', 'districts')",14
"('york', 'and')",12
"('dallas', 'reported')",12
"('late', 'april')",12
"('in', 'sales')",12
"('and', 'tourism')",12
"('rise', 'in')",12
"('service', 'industries')",12
"('manufacturing', 'activity')",12
"('activity', 'was')",12
"('was', 'up')",12
"('strength', 'in')",12
"('commercial', 'real')",12
"('little', 'or')",12
"('or', 'no')",12
"('commercial', 'lending')",12
"('described', 'as')",12
"('most', 'districts')",12
"('districts', 'reported')",12
"('raw', 'materials')",12
"('francisco', 'reported')",12
"('and', 'chicago')",12
"('contacts', 'in')",12
"('in', 'new')",12
"('city', 'and')",12
"('in', 'boston')",12
"('a', 'pickup')",12
"('philadelphia', 'and')",12
"('and', 'cleveland')",12
"('the', 'other')",12
"('other', 'hand')",12
"('cost', 'of')",12
"('philadelphia', 'cleveland')",11
"('atlanta', 'chicago')",11
"('chicago', 'st')",11
"('federal', 'reserve')",9
"('from', 'the')",9
"('through', 'may')",9
"('and', 'minneapolis')",9
"('said', 'the')",9
"('philadelphia', 'reported')",9
"('in', 'recent')",9
"('recent', 'months')",9
"('picked', 'up')",9
"('spending', 'and')",9
"('retail', 'sales')",9
"('were', 'generally')",9
"('in', 'late')",9
"('number', 'of')",9
"('of', 'districts')",9
"('little', 'change')",9
"('travel', 'and')",9
"('gas', 'prices')",9
"('for', 'the')",9
"('except', 'for')",9
"('the', 'trucking')",9
"('majority', 'of')",9
"('the', 'residential')",9
"('estate', 'and')",9
"('and', 'construction')",9
"('in', 'overall')",9
"('loan', 'demand')",9
"('consumer', 'lending')",9
"('crop', 'conditions')",9
"('oil', 'and')",9
"('and', 'gas')",9
"('increased', 'in')",9
"('for', 'workers')",9
"('in', 'consumer')",9
"('chicago', 'reported')",9
"('increase', 'in')",9
"('that', 'sales')",9
"('sales', 'growth')",9
"('philadelphia', 'richmond')",9
"('richmond', 'minneapolis')",9
"('minneapolis', 'and')",9
"('city', 'reported')",9
"('in', 'cleveland')",9
"('districts', 'cleveland')",9
"('louis', 'and')",9
"('the', 'san')",9
"('francisco', 'district')",9
"('district', 'reports')",9
"('mentioned', 'higher')",9
"('and', 'in')",9
"('demand', 'for')",9
"('some', 'districts')",9
"('decline', 'in')",9
"('mentioned', 'that')",9
"('districts', 'mentioned')",9
"('markets', 'as')",9
"('in', 'most')",9
"('in', 'some')",9
"('new', 'home')",9
"('in', 'parts')",9
"('were', 'mixed')",9
"('mortgage', 'lending')",9
"('cleveland', 'richmond')",8
"('minneapolis', 'kansas')",8
"('at', 'the')",8
"('auto', 'sales')",8
"('was', 'down')",8
"('continued', 'to')",6
"('as', 'modest')",6
"('or', 'moderate')",6
"('cleveland', 'atlanta')",6
"('francisco', 'dallas')",6
"('growth', 'as')",6
"('than', 'in')",6
"('and', 'retail')",6
"('april', 'and')",6
"('and', 'may')",6
"('a', 'number')",6
"('districts', 'reporting')",6
"('luxury', 'items')",6
"('items', 'were')",6
"('were', 'selling')",6
"('selling', 'better')",6
"('better', 'than')",6
"('over', 'the')",6
"('the', 'summer')",6
"('tourism', 'remained')",6
"('remained', 'healthy')",6
"('healthy', 'despite')",6
"('despite', 'the')",6
"('the', 'recent')",6
"('recent', 'rise')",6
"('in', 'gas')",6
"('although', 'the')",6
"('the', 'service')",6
"('industries', 'were')",6
"('declines', 'were')",6
"('a', 'majority')",6
"('producing', 'for')",6
"('residential', 'construction')",6
"('strength', 'among')",6
"('among', 'machinery')",6
"('machinery', 'and')",6
"('and', 'equipment')",6
"('equipment', 'manufacturers')",6
"('manufacturers', 'in')",6
"('in', 'several')",6
"('in', 'residential')",6
"('increasing', 'strength')",6
"('the', 'commercial')",6
"('industrial', 'space')",6
"('the', 'district')",6
"('district', 'banks')",6
"('banks', 'reported')",6
"('reported', 'little')",6
"('no', 'change')",6
"('overall', 'loan')",6
"('lending', 'and')",6
"('as', 'good')",6
"('spring', 'frost')",6
"('winter', 'wheat')",6
"('drought', 'conditions')",6
"('the', 'southeast')",6
"('southeast', 'and')",6
"('and', 'the')",6
"('but', 'coal')",6
"('coal', 'production')",6
"('production', 'was')",6
"('april', 'through')",6
"('workers', 'with')",6
"('with', 'specialized')",6
"('specialized', 'skills')",6
"('that', 'overall')",6
"('wage', 'pressures')",6
"('do', 'not')",6
"('selected', 'raw')",6
"('but', 'the')",6
"('have', 'remained')",6
"('were', 'up')",6
"('varied', 'by')",6
"('reported', 'a')",6
"('louis', 'said')",6
"('york', 'noted')",6
"('york', 'city')",6
"('minneapolis', 'described')",6
"('or', 'modest')",6
"('chicago', 'and')",6
"('several', 'district')",6
"('such', 'as')",6
"('down', 'in')",6
"('that', 'higher')",6
"('prices', 'may')",6
"('retailers', 'in')",6
"('and', 'st')",6
"('reported', 'no')",6
"('in', 'inventories')",6
"('and', 'philadelphia')",6
"('were', 'steady')",6
"('steady', 'or')",6
"('or', 'little')",6
"('the', 'last')",6
"('low', 'levels')",6
"('were', 'down')",6
"('down', 'however')",6
"('however', 'in')",6
"('dealers', 'in')",6
"('optimistic', 'about')",6
"('strong', 'in')",6
"('rates', 'for')",6
"('information', 'technology')",6
"('reported', 'strong')",6
"('strong', 'demand')",6
"('the', 'only')",6
"('only', 'district')",6
"('the', 'most')",6
"('and', 'some')",6
"('the', 'manufacturing')",6
"('a', 'decline')",6
"('districts', 'philadelphia')",6
"('capital', 'spending')",6
"('reports', 'on')",6
"('both', 'new')",6
"('philadelphia', 'noted')",6
"('of', 'this')",6
"('this', 'year')",6
"('boston', 'and')",6
"('as', 'soft')",6
"('for', 'both')",6
"('district', 'minneapolis')",6
"('described', 'the')",6
"('districts', 'housing')",6
"('home', 'sales')",6
"('improvement', 'in')",6
"('the', 'housing')",6
"('housing', 'market')",6
"('richmond', 'and')",6
"('or', 'improving')",6
"('the', 'new')",6
"('york', 'district')",6
"('where', 'there')",6
"('there', 'were')",6
"('markets', 'in')",6
"('the', 'rest')",6
"('rest', 'of')",6
"('an', 'increase')",6
"('the', 'market')",6
"('continue', 'to')",6
"('the', 'kansas')",6
"('city', 'district')",6
"('that', 'the')",6
"('than', 'half')",6
"('increases', 'in')",6
"('development', 'was')",6
"('all', 'the')",6
"('at', 'a')",6
"('a', 'steady')",6
"('steady', 'pace')",6
"('districts', 'noted')",6
"('lending', 'was')",6
"('to', 'be')",6
"('lending', 'for')",6
"('in', 'mortgage')",6
"('conditions', 'were')",6
"('to', 'the')",6
"('higher', 'prices')",6
"('chicago', 'noted')",6
"('of', 'construction')",6
"('construction', 'materials')",6
"('the', 'cost')",6
"('materials', 'was')",6
"('overall', 'price')",6
"('price', 'pressures')",6
"('york', 'philadelphia')",5
"('richmond', 'atlanta')",5
"('generally', 'positive')",5
"('districts', 'there')",5
"('hiring', 'activity')",5
"('remained', 'stable')",5
"('spending', 'on')",5
"('this', 'summer')",5
"('more', 'than')",5
"('for', 'autos')",5
"('the', 'federal')",4
"('return', 'to')",4
"('to', 'top')",4
"('june', '13')",3
"('13', '2007')",3
"('full', 'report')",3
"('the', 'twelve')",3
"('twelve', 'federal')",3
"('reserve', 'banks')",3
"('banks', 'indicated')",3
"('indicated', 'that')",3
"('that', 'economic')",3
"('economic', 'activity')",3
"('activity', 'continued')",3
"('to', 'expand')",3
"('expand', 'from')",3
"('from', 'midapril')",3
"('midapril', 'through')",3
"('may', 'seven')",3
"('seven', 'banks')",3
"('banks', 'described')",3
"('described', 'growth')",3
"('in', 'their')",3
"('their', 'districts')",3
"('districts', 'as')",3
"('modest', 'or')",3
"('moderate', 'cleveland')",3
"('louis', 'kansas')",3
"('city', 'new')",3
"('reported', 'growth')",3
"('as', 'moderately')",3
"('moderately', 'strong')",3
"('strong', 'and')",3
"('minneapolis', 'said')",3
"('districts', 'economy')",3
"('economy', 'edged')",3
"('edged', 'up')",3
"('up', 'philadelphia')",3
"('that', 'growth')",3
"('growth', 'was')",3
"('was', 'somewhat')",3
"('somewhat', 'faster')",3
"('faster', 'than')",3
"('months', 'and')",3
"('and', 'richmond')",3
"('richmond', 'said')",3
"('said', 'growth')",3
"('growth', 'picked')",3
"('up', 'a')",3
"('a', 'bit')",3
"('bit', 'boston')",3
"('boston', 'characterized')",3
"('characterized', 'reports')",3
"('from', 'its')",3
"('its', 'contacts')",3
"('contacts', 'as')",3
"('as', 'generally')",3
"('generally', 'up')",3
"('may', 'with')",3
"('with', 'a')",3
"('reporting', 'that')",3
"('that', 'luxury')",3
"('than', 'lowerend')",3
"('lowerend', 'merchandise')",3
"('merchandise', 'on')",3
"('on', 'net')",3
"('net', 'there')",3
"('was', 'little')",3
"('in', 'auto')",3
"('sales', 'across')",3
"('across', 'the')",3
"('districts', 'and')",3
"('and', 'dealers')",3
"('dealers', 'are')",3
"('are', 'about')",3
"('about', 'evenly')",3
"('evenly', 'split')",3
"('split', 'on')",3
"('on', 'whether')",3
"('whether', 'there')",3
"('there', 'will')",3
"('will', 'be')",3
"('be', 'any')",3
"('any', 'pickup')",3
"('sales', 'over')",3
"('summer', 'travel')",3
"('prices', 'although')",3
"('the', 'rise')",3
"('in', 'prices')",3
"('prices', 'remains')",3
"('remains', 'a')",3
"('a', 'concern')",3
"('concern', 'for')",3
"('summer', 'except')",3
"('for', 'trucking')",3
"('trucking', 'reports')",3
"('positive', 'declines')",3
"('were', 'widely')",3
"('widely', 'reported')",3
"('reported', 'in')",3
"('trucking', 'industry')",3
"('industry', 'however')",3
"('however', 'manufacturing')",3
"('in', 'a')",3
"('was', 'weakness')",3
"('weakness', 'among')",3
"('among', 'manufacturers')",3
"('manufacturers', 'producing')",3
"('construction', 'industry')",3
"('industry', 'but')",3
"('but', 'strength')",3
"('was', 'continuing')",3
"('continuing', 'weakness')",3
"('residential', 'real')",3
"('construction', 'but')",3
"('but', 'increasing')",3
"('estate', 'sector')",3
"('sector', 'including')",3
"('including', 'both')",3
"('both', 'office')",3
"('office', 'and')",3
"('and', 'industrial')",3
"('space', 'half')",3
"('demand', 'with')",3
"('with', 'strength')",3
"('and', 'weakness')",3
"('residential', 'mortgages')",3
"('mortgages', 'and')",3
"('and', 'consumer')",3
"('lending', 'in')",3
"('the', 'agricultural')",3
"('agricultural', 'sector')",3
"('sector', 'crop')",3
"('conditions', 'improved')",3
"('improved', 'and')",3
"('and', 'were')",3
"('generally', 'described')",3
"('good', 'an')",3
"('an', 'early')",3
"('early', 'spring')",3
"('frost', 'harmed')",3
"('harmed', 'some')",3
"('some', 'winter')",3
"('wheat', 'and')",3
"('and', 'drought')",3
"('conditions', 'caused')",3
"('caused', 'problems')",3
"('problems', 'in')",3
"('the', 'far')",3
"('far', 'west')",3
"('west', 'oil')",3
"('gas', 'exploration')",3
"('exploration', 'increased')",3
"('months', 'but')",3
"('activity', 'picked')",3
"('may', 'especially')",3
"('especially', 'for')",3
"('skills', 'but')",3
"('but', 'most')",3
"('overall', 'wage')",3
"('pressures', 'do')",3
"('not', 'seem')",3
"('seem', 'to')",3
"('to', 'have')",3
"('have', 'increased')",3
"('increased', 'there')",3
"('there', 'have')",3
"('have', 'been')",3
"('been', 'significant')",3
"('significant', 'price')",3
"('price', 'increases')",3
"('increases', 'for')",3
"('for', 'energyrelated')",3
"('energyrelated', 'products')",3
"('products', 'and')",3
"('and', 'selected')",3
"('materials', 'but')",3
"('the', 'prices')",3
"('prices', 'of')",3
"('of', 'some')",3
"('some', 'raw')",3
"('materials', 'have')",3
"('tourism', 'consumer')",3
"('may', 'but')",3
"('but', 'changes')",3
"('changes', 'in')",3
"('spending', 'varied')",3
"('by', 'category')",3
"('category', 'and')",3
"('and', 'by')",3
"('by', 'district')",3
"('district', 'san')",3
"('reported', 'moderate')",3
"('moderate', 'growth')",3
"('sales', 'and')",3
"('a', 'gradual')",3
"('gradual', 'increase')",3
"('spending', 'the')",3
"('the', 'majority')",3
"('of', 'retail')",3
"('retail', 'contacts')",3
"('said', 'sales')",3
"('sales', 'met')",3
"('met', 'or')",3
"('or', 'exceeded')",3
"('exceeded', 'expectations')",3
"('expectations', 'new')",3
"('that', 'retail')",3
"('were', 'close')",3
"('close', 'to')",3
"('to', 'plan')",3
"('plan', 'with')",3
"('with', 'business')",3
"('business', 'particularly')",3
"('particularly', 'brisk')",3
"('brisk', 'in')",3
"('city', 'however')",3
"('however', 'contacts')",3
"('in', 'four')",3
"('four', 'districtscleveland')",3
"('districtscleveland', 'atlanta')",3
"('atlanta', 'kansas')",3
"('and', 'dallasnoted')",3
"('dallasnoted', 'that')",3
"('were', 'disappointing')",3
"('disappointing', 'or')",3
"('or', 'below')",3
"('below', 'expectations')",3
"('expectations', 'atlanta')",3
"('described', 'sales')",3
"('as', 'marginal')",3
"('marginal', 'or')",3
"('modest', 'according')",3
"('according', 'to')",3
"('to', 'contacts')",3
"('philadelphia', 'chicago')",3
"('francisco', 'luxury')",3
"('than', 'lowpriced')",3
"('lowpriced', 'items')",3
"('items', 'several')",3
"('reported', 'weakness')",3
"('sales', 'of')",3
"('of', 'big')",3
"('big', 'ticket')",3
"('ticket', 'items')",3
"('items', 'such')",3
"('as', 'furniture')",3
"('furniture', 'and')",3
"('and', 'household')",3
"('household', 'durables')",3
"('durables', 'mall')",3
"('mall', 'traffic')",3
"('traffic', 'was')",3
"('city', 'reports')",3
"('from', 'cleveland')",3
"('richmond', 'dallas')",3
"('francisco', 'suggest')",3
"('suggest', 'that')",3
"('higher', 'gasoline')",3
"('gasoline', 'prices')",3
"('may', 'have')",3
"('have', 'restrained')",3
"('restrained', 'consumer')",3
"('on', 'other')",3
"('other', 'items')",3
"('items', 'retailers')",3
"('york', 'chicago')",3
"('louis', 'generally')",3
"('generally', 'reported')",3
"('reported', 'inventories')",3
"('inventories', 'at')",3
"('at', 'expected')",3
"('expected', 'or')",3
"('or', 'desired')",3
"('desired', 'levels')",3
"('levels', 'philadelphia')",3
"('no', 'major')",3
"('major', 'change')",3
"('inventories', 'while')",3
"('while', 'atlanta')",3
"('that', 'inventories')",3
"('inventories', 'had')",3
"('had', 'risen')",3
"('risen', 'looking')",3
"('looking', 'forward')",3
"('forward', 'a')",3
"('of', 'retailers')",3
"('louis', 'see')",3
"('see', 'yearoveryear')",3
"('yearoveryear', 'sales')",3
"('sales', 'increases')",3
"('increases', 'this')",3
"('summer', 'and')",3
"('philadelphia', 'retailers')",3
"('retailers', 'see')",3
"('see', 'sales')",3
