NGram,Increase,Decrease,Increase_Weight,Decrease_Weight,Increase_Ratio,Decrease_Ratio
"('in', 'the', 'dallas', 'and', 'kansas')",18,82,0.18,0.82,0,5
"('the', 'dallas', 'and', 'kansas', 'city')",24,99,0.19512,0.80488,0,4
"('dallas', 'and', 'kansas', 'city', 'districts')",30,145,0.17143,0.82857,0,5
"('by', 'region', 'and', 'by', 'category')",4,18,0.18182,0.81818,0,4
"('atlanta', 'st', 'louis', 'minneapolis', 'kansas')",5,19,0.20833,0.79167,0,4
"('in', 'new', 'york', 'cleveland', 'and')",10,49,0.16949,0.83051,0,5
"('in', 'many', 'areas', 'of', 'the')",17,46,0.26984,0.73016,0,3
"('areas', 'of', 'the', 'country', 'cleveland')",13,33,0.28261,0.71739,0,3
"('and', 'chicago', 'reported', 'that', 'commercial')",13,33,0.28261,0.71739,0,3
"('chicago', 'reported', 'that', 'commercial', 'loan')",13,33,0.28261,0.71739,0,3
"('residential', 'mortgage', 'demand', 'was', 'described')",13,33,0.28261,0.71739,0,3
"('mortgage', 'demand', 'was', 'described', 'as')",13,33,0.28261,0.71739,0,3
"('estate', 'and', 'construction', 'residential', 'construction')",11,32,0.25581,0.74419,0,3
"('levels', 'in', 'the', 'chicago', 'district')",10,26,0.27778,0.72222,0,3
"('in', 'the', 'chicago', 'district', 'and')",20,85,0.19048,0.80952,0,4
"('cleveland', 'kansas', 'city', 'and', 'philadelphia')",8,23,0.25806,0.74194,0,3
"('during', 'september', 'and', 'early', 'october')",7,27,0.20588,0.79412,0,4
"('dallas', 'and', 'new', 'york', 'regions')",4,25,0.13793,0.86207,0,6
"('and', 'new', 'york', 'regions', 'the')",4,18,0.18182,0.81818,0,4
"('feedback', 'form', 'last', 'update', 'january')",2,10,0.16667,0.83333,0,5
"('to', 'top', 'boston', 'retail', 'sales')",2,5,0.28571,0.71429,0,3
"('return', 'to', 'top', 'boston', 'looking')",1,3,0.25,0.75,0,3
"('top', 'boston', 'most', 'districts', 'reported')",1,8,0.11111,0.88889,0,8
"('boston', 'most', 'districts', 'reported', 'that')",1,4,0.2,0.8,0,4
"('and', 'st', 'louis', 'districts', 'report')",28,112,0.2,0.8,0,4
"('richmond', 'and', 'san', 'francisco', 'districts')",62,174,0.26271,0.73729,0,3
"('chicago', 'cleveland', 'and', 'st', 'louis')",1,31,0.03125,0.96875,0,31
"('cleveland', 'and', 'st', 'louis', 'districts')",22,85,0.20561,0.79439,0,4
"('and', 'st', 'louis', 'districts', 'also')",4,34,0.10526,0.89474,0,9
"('new', 'york', 'philadelphia', 'and', 'richmond')",14,57,0.19718,0.80282,0,4
"('york', 'philadelphia', 'and', 'richmond', 'districts')",6,44,0.12,0.88,0,7
"('minneapolis', 'philadelphia', 'richmond', 'and', 'san')",12,30,0.28571,0.71429,0,3
"('the', 'dallas', 'and', 'richmond', 'districts')",3,25,0.10714,0.89286,0,8
"('and', 'the', 'san', 'francisco', 'district')",5,33,0.13158,0.86842,0,7
"('weather', 'in', 'the', 'minneapolis', 'district')",1,19,0.05,0.95,0,19
"('in', 'crude', 'oil', 'prices', 'the')",1,17,0.05556,0.94444,0,17
"('for', 'cattle', 'and', 'hog', 'producers')",1,16,0.05882,0.94118,0,16
"('in', 'the', 'dallas', 'and', 'richmond')",3,19,0.13636,0.86364,0,6
"('in', 'the', 'atlanta', 'and', 'cleveland')",4,34,0.10526,0.89474,0,9
