NGram,Frequency
"('since', 'the', 'last', 'report')",17
"('october', 'and', 'early', 'november')",10
"('since', 'our', 'last', 'report')",9
"('the', 'past', 'six', 'weeks')",9
"('in', 'october', 'and', 'early')",8
"('in', 'the', 'kansas', 'city')",7
"('real', 'estate', 'and', 'construction')",7
"('in', 'the', 'third', 'quarter')",7
"('the', 'kansas', 'city', 'district')",6
"('prior', 'to', 'the', 'storm')",6
"('the', 'new', 'york', 'city')",6
"('the', 'next', 'six', 'months')",6
"('over', 'the', 'past', 'six')",6
"('earlier', 'in', 'the', 'year')",5
"('in', 'the', 'new', 'york')",5
"('reported', 'an', 'increase', 'in')",5
"('was', 'flat', 'to', 'down')",5
"('of', 'the', 'fiscal', 'cliff')",5
"('construction', 'and', 'real', 'estate')",5
"('return', 'to', 'top', 'consumer')",5
"('to', 'top', 'consumer', 'spending')",5
"('the', 'end', 'of', 'the')",5
"('end', 'of', 'the', 'year')",5
"('compared', 'with', 'the', 'same')",5
"('compared', 'with', 'last', 'year')",5
"('over', 'the', 'reporting', 'period')",5
"('a', 'year', 'ago', 'and')",4
"('small', 'business', 'loan', 'demand')",4
"('than', 'earlier', 'in', 'the')",4
"('in', 'northern', 'new', 'jersey')",4
"('demand', 'was', 'flat', 'to')",4
"('the', 'st', 'louis', 'district')",4
"('in', 'the', 'atlanta', 'district')",4
"('home', 'sales', 'were', 'up')",4
"('commercial', 'real', 'estate', 'activity')",4
"('than', 'a', 'year', 'ago')",4
"('demand', 'for', 'office', 'and')",4
"('commercial', 'and', 'industrial', 'loans')",4
"('commercial', 'real', 'estate', 'markets')",4
"('during', 'the', 'past', 'six')",4
"('at', 'a', 'modest', 'pace')",4
"('the', 'previous', 'reporting', 'period')",4
"('but', 'were', 'expected', 'to')",4
"('percent', 'expect', 'sales', 'to')",4
"('with', 'the', 'same', 'period')",4
"('the', 'same', 'period', 'last')",4
"('same', 'period', 'last', 'year')",4
"('the', 'last', 'survey', 'period')",4
"('during', 'the', 'reporting', 'period')",4
"('of', 'the', 'twelve', 'districts')",3
"('and', 'commercial', 'real', 'estate')",3
"('dallas', 'and', 'san', 'francisco')",3
"('and', 'kansas', 'city', 'districts')",3
"('kansas', 'city', 'and', 'san')",3
"('city', 'and', 'san', 'francisco')",3
"('retail', 'food', 'prices', 'eased')",3
"('consumer', 'spending', 'and', 'tourism')",3
"('prior', 'to', 'hurricane', 'sandy')",3
"('in', 'the', 'san', 'francisco')",3
"('the', 'san', 'francisco', 'district')",3
"('in', 'the', 'st', 'louis')",3
"('in', 'the', 'manufacturing', 'sector')",3
"('and', 'san', 'francisco', 'districts')",3
"('the', 'outcome', 'of', 'the')",3
"('outcome', 'of', 'the', 'fiscal')",3
"('with', 'the', 'exception', 'of')",3
"('real', 'estate', 'markets', 'in')",3
"('that', 'the', 'number', 'of')",3
"('for', 'the', 'first', 'time')",3
"('the', 'first', 'time', 'in')",3
"('sales', 'were', 'up', 'slightly')",3
"('compared', 'to', 'a', 'year')",3
"('to', 'a', 'year', 'ago')",3
"('residential', 'real', 'estate', 'activity')",3
"('office', 'and', 'industrial', 'space')",3
"('credit', 'standards', 'for', 'commercial')",3
"('for', 'commercial', 'and', 'industrial')",3
"('san', 'francisco', 'noted', 'that')",3
"('due', 'to', 'hurricane', 'sandy')",3
"('the', 'fiscal', 'cliff', 'and')",3
"('for', 'commercial', 'real', 'estate')",3
"('the', 'commercial', 'real', 'estate')",3
"('new', 'york', 'city', 'area')",3
"('from', 'a', 'year', 'earlier')",3
"('both', 'manufacturing', 'and', 'other')",3
"('over', 'the', 'next', 'six')",3
"('during', 'the', 'next', 'six')",3
"('the', 'holiday', 'shopping', 'season')",3
"('wage', 'pressures', 'are', 'contained')",3
"('on', 'a', 'yearoveryear', 'basis')",3
"('period', 'a', 'year', 'ago')",3
"('a', 'contact', 'in', 'south')",3
"('travel', 'and', 'tourism', 'activity')",3
"('compared', 'with', 'a', 'year')",3
"('from', 'the', 'previous', 'reporting')",3
"('of', 'contacts', 'reported', 'that')",3
"('the', 'reporting', 'period', 'but')",3
"('relative', 'to', 'last', 'year')",3
"('percent', 'of', 'the', 'retailers')",3
"('reported', 'that', 'sales', 'were')",3
"('through', 'the', 'end', 'of')",3
"('percent', 'of', 'the', 'car')",3
"('of', 'the', 'car', 'dealers')",3
"('plans', 'to', 'lay', 'off')",3
