NGram,Frequency
"('in', 'late', 'february', 'and', 'march')",9
"('since', 'the', 'last', 'beige', 'book')",6
"('over', 'the', 'past', 'six', 'weeks')",6
"('kansas', 'city', 'dallas', 'and', 'san')",4
"('city', 'dallas', 'and', 'san', 'francisco')",4
"('kansas', 'city', 'and', 'dallas', 'districts')",4
"('in', 'the', 'boston', 'new', 'york')",4
"('the', 'first', 'two', 'months', 'of')",4
"('return', 'to', 'top', 'consumer', 'spending')",4
"('the', 'past', 'six', 'weeks', 'and')",4
"('compared', 'with', 'the', 'same', 'period')",4
"('difficulty', 'finding', 'qualified', 'workers', 'especially')",3
"('a', 'strong', 'start', 'to', 'the')",3
"('dallas', 'and', 'san', 'francisco', 'districts')",3
"('and', 'san', 'francisco', 'reported', 'that')",3
"('for', 'commercial', 'and', 'industrial', 'loans')",3
"('in', 'response', 'to', 'higher', 'fuel')",3
"('response', 'to', 'higher', 'fuel', 'costs')",3
"('in', 'the', 'first', 'quarter', 'of')",3
"('the', 'first', 'quarter', 'of', '2012')",3
"('steady', 'since', 'the', 'last', 'report')",3
"('during', 'the', 'past', 'six', 'weeks')",3
"('compared', 'with', 'a', 'year', 'ago')",3
"('increased', 'in', 'late', 'february', 'and')",3
"('with', 'the', 'same', 'period', 'in')",3
"('the', 'same', 'period', 'in', '2011')",3
"('increased', 'since', 'the', 'last', 'report')",3
"('manufacturing', 'continued', 'to', 'expand', 'in')",2
"('continued', 'to', 'expand', 'in', 'most')",2
"('to', 'expand', 'in', 'most', 'districts')",2
"('demand', 'for', 'professional', 'business', 'services')",2
"('expressed', 'concerns', 'that', 'rising', 'gas')",2
"('concerns', 'that', 'rising', 'gas', 'prices')",2
"('that', 'rising', 'gas', 'prices', 'could')",2
"('rising', 'gas', 'prices', 'could', 'limit')",2
"('gas', 'prices', 'could', 'limit', 'discretionary')",2
"('prices', 'could', 'limit', 'discretionary', 'spending')",2
"('could', 'limit', 'discretionary', 'spending', 'in')",2
"('limit', 'discretionary', 'spending', 'in', 'the')",2
"('discretionary', 'spending', 'in', 'the', 'months')",2
"('spending', 'in', 'the', 'months', 'to')",2
"('in', 'the', 'months', 'to', 'come')",2
"('sales', 'were', 'reported', 'as', 'strong')",2
"('were', 'reported', 'as', 'strong', 'or')",2
"('the', 'construction', 'of', 'multifamily', 'housing')",2
"('several', 'districts', 'reported', 'increased', 'credit')",2
"('districts', 'reported', 'increased', 'credit', 'quality')",2
"('hiring', 'was', 'steady', 'or', 'showed')",2
"('was', 'steady', 'or', 'showed', 'a')",2
