NGram,Frequency
"('Dallas', 'and', 'San', 'Francisco', 'Districts')",7
"('since', 'the', 'last', 'Beige', 'Book')",7
"('changed', 'since', 'the', 'last', 'report')",6
"('in', 'late', 'August', 'and', 'September')",6
"('Minneapolis', 'Dallas', 'and', 'San', 'Francisco')",5
"('mixed', 'since', 'the', 'last', 'report')",5
"('were', 'little', 'changed', 'since', 'the')",5
"('little', 'changed', 'since', 'the', 'last')",5
"('Kansas', 'City', 'and', 'Dallas', 'Districts')",5
"('slightly', 'since', 'the', 'last', 'report')",4
"('were', 'mixed', 'since', 'the', 'last')",4
"('since', 'the', 'last', 'report', 'The')",4
"('Kansas', 'City', 'and', 'San', 'Francisco')",4
"('and', 'San', 'Francisco', 'Districts', 'reported')",4
"('Atlanta', 'Minneapolis', 'and', 'San', 'Francisco')",4
"('in', 'the', 'St', 'Louis', 'District')",4
"('compared', 'with', 'a', 'year', 'earlier')",4
"('Return', 'to', 'top', 'Consumer', 'Spending')",4
"('over', 'the', 'next', 'six', 'months')",4
"('percent', 'of', 'total', 'loans', 'increased')",4
"('to', 'be', 'flat', 'to', 'up')",3
"('be', 'flat', 'to', 'up', 'slightly')",3
"('markets', 'showed', 'signs', 'of', 'softening')",3
"('showed', 'signs', 'of', 'softening', 'in')",3
"('signs', 'of', 'softening', 'in', 'the')",3
"('St', 'Louis', 'Kansas', 'City', 'and')",3
"('Louis', 'Kansas', 'City', 'and', 'San')",3
"('City', 'and', 'San', 'Francisco', 'Districts')",3
"('since', 'the', 'last', 'report', 'and')",3
"('agricultural', 'commodities', 'and', 'petroleumbased', 'products')",3
"('the', 'Kansas', 'City', 'and', 'Dallas')",3
"('since', 'the', 'last', 'report', 'though')",3
"('due', 'to', 'the', 'upcoming', 'election')",3
"('in', 'the', 'San', 'Francisco', 'District')",3
"('for', 'commercial', 'and', 'industrial', 'loans')",3
"('for', 'consumer', 'loans', 'and', 'residential')",3
"('consumer', 'loans', 'and', 'residential', 'mortgages')",3
"('parts', 'of', 'the', 'Minneapolis', 'District')",3
"('during', 'the', 'past', 'six', 'weeks')",3
"('compared', 'with', 'a', 'year', 'ago')",3
"('from', 'the', 'same', 'period', 'last')",3
"('the', 'same', 'period', 'last', 'year')",3
"('over', 'the', 'past', 'six', 'weeks')",3
"('generally', 'reported', 'to', 'be', 'flat')",2
"('reported', 'to', 'be', 'flat', 'to')",2
"('since', 'the', 'last', 'report', 'A')",2
"('improved', 'since', 'the', 'last', 'report')",2
"('Boston', 'Atlanta', 'Minneapolis', 'Dallas', 'and')",2
"('Atlanta', 'Minneapolis', 'Dallas', 'and', 'San')",2
"('Commercial', 'real', 'estate', 'markets', 'were')",2
"('real', 'estate', 'markets', 'were', 'mixed')",2
"('estate', 'markets', 'were', 'mixed', 'since')",2
"('markets', 'were', 'mixed', 'since', 'the')",2
"('since', 'the', 'last', 'report', 'Office')",2
"('the', 'last', 'report', 'Office', 'markets')",2
"('last', 'report', 'Office', 'markets', 'showed')",2
"('report', 'Office', 'markets', 'showed', 'signs')",2
"('Office', 'markets', 'showed', 'signs', 'of')",2
"('of', 'softening', 'in', 'the', 'northeastern')",2
"('softening', 'in', 'the', 'northeastern', 'DistrictsBoston')",2
"('in', 'the', 'northeastern', 'DistrictsBoston', 'New')",2
"('the', 'northeastern', 'DistrictsBoston', 'New', 'York')",2
"('northeastern', 'DistrictsBoston', 'New', 'York', 'and')",2
"('most', 'other', 'Districts', 'reported', 'stable')",2
"('other', 'Districts', 'reported', 'stable', 'or')",2
"('Districts', 'reported', 'stable', 'or', 'mixed')",2
"('reported', 'stable', 'or', 'mixed', 'market')",2
"('stable', 'or', 'mixed', 'market', 'conditions')",2
"('or', 'mixed', 'market', 'conditions', 'Industrial')",2
"('mixed', 'market', 'conditions', 'Industrial', 'markets')",2
"('market', 'conditions', 'Industrial', 'markets', 'showed')",2
"('conditions', 'Industrial', 'markets', 'showed', 'some')",2
"('Industrial', 'markets', 'showed', 'some', 'strength')",2
"('markets', 'showed', 'some', 'strength', 'in')",2
"('showed', 'some', 'strength', 'in', 'the')",2
"('some', 'strength', 'in', 'the', 'New')",2
"('strength', 'in', 'the', 'New', 'York')",2
"('in', 'the', 'New', 'York', 'Philadelphia')",2
"('the', 'New', 'York', 'Philadelphia', 'Cleveland')",2
"('New', 'York', 'Philadelphia', 'Cleveland', 'and')",2
"('York', 'Philadelphia', 'Cleveland', 'and', 'Atlanta')",2
"('Philadelphia', 'Cleveland', 'and', 'Atlanta', 'Districts')",2
"('Cleveland', 'and', 'Atlanta', 'Districts', 'while')",2
"('Conditions', 'in', 'the', 'manufacturing', 'sector')",2
