NGram,Frequency
"('in', 'the', 'cleveland')",68
"('the', 'new', 'york')",53
"('and', 'san', 'francisco')",53
"('the', 'cleveland', 'district')",51
"('in', 'the', 'new')",50
"('san', 'francisco', 'regions')",49
"('in', 'the', 'dallas')",48
"('in', 'the', 'richmond')",46
"('the', 'kansas', 'city')",44
"('thought', 'to', 'be')",43
"('said', 'to', 'be')",38
"('the', 'dallas', 'district')",35
"('the', 'san', 'francisco')",34
"('the', 'district', 'reports')",33
"('in', 'the', 'kansas')",32
"('kansas', 'city', 'region')",32
"('dallas', 'and', 'san')",30
"('the', 'boston', 'district')",29
"('regions', 'in', 'the')",29
"('districts', 'have', 'seen')",29
"('are', 'said', 'to')",27
"('district', 'indicates', 'that')",27
"('mixed', 'by', 'region')",26
"('by', 'region', 'and')",26
"('region', 'and', 'by')",26
"('low', 'crop', 'prices')",26
"('although', 'a', 'few')",25
"('a', 'few', 'districts')",25
"('new', 'york', 'and')",25
"('york', 'and', 'philadelphia')",25
"('are', 'thought', 'to')",25
"('the', 'cleveland', 'atlanta')",24
"('cleveland', 'atlanta', 'and')",24
"('rising', 'in', 'the')",24
"('appears', 'to', 'be')",23
"('on', 'the', 'other')",23
"('the', 'other', 'hand')",23
"('atlanta', 'and', 'kansas')",23
"('and', 'kansas', 'city')",23
"('kansas', 'city', 'regions')",23
"('new', 'york', 'district')",22
"('falling', 'import', 'prices')",21
"('the', 'richmond', 'district')",21
"('return', 'to', 'top')",21
"('to', 'top', 'boston')",20
"('to', 'be', 'still')",19
"('credit', 'quality', 'also')",19
"('quality', 'also', 'varies')",19
"('also', 'varies', 'by')",19
"('varies', 'by', 'region')",19
"('by', 'region', 'delinquency')",19
"('region', 'delinquency', 'rates')",19
"('delinquency', 'rates', 'are')",19
"('rates', 'are', 'reported')",19
"('are', 'reported', 'unchanged')",19
"('reported', 'unchanged', 'in')",19
"('unchanged', 'in', 'the')",19
"('cleveland', 'district', 'and')",19
"('district', 'and', 'are')",19
"('and', 'are', 'stable')",19
"('are', 'stable', 'to')",19
"('stable', 'to', 'slightly')",19
"('to', 'slightly', 'lower')",19
"('slightly', 'lower', 'in')",19
"('lower', 'in', 'the')",19
"('york', 'district', 'in')",19
"('district', 'in', 'the')",19
"('the', 'richmond', 'minneapolis')",19
"('richmond', 'minneapolis', 'and')",19
"('minneapolis', 'and', 'san')",19
"('francisco', 'regions', 'credit')",19
"('regions', 'credit', 'standards')",19
"('credit', 'standards', 'have')",19
"('standards', 'have', 'deteriorated')",19
"('have', 'deteriorated', 'although')",19
"('deteriorated', 'although', 'a')",19
"('a', 'few', 'banks')",19
"('few', 'banks', 'in')",19
"('banks', 'in', 'the')",19
"('dallas', 'district', 'have')",19
"('district', 'have', 'tightened')",19
"('have', 'tightened', 'lending')",19
"('tightened', 'lending', 'standards')",19
"('lending', 'standards', 'recently')",19
"('standards', 'recently', 'return')",19
"('recently', 'return', 'to')",19
"('san', 'francisco', 'district')",18
"('that', 'retailers', 'there')",18
"('banking', 'loan', 'demands')",18
"('loan', 'demands', 'are')",18
"('demands', 'are', 'mixed')",18
"('are', 'mixed', 'by')",18
"('and', 'by', 'category')",18
"('by', 'category', 'in')",18
"('category', 'in', 'the')",18
"('and', 'philadelphia', 'districts')",18
"('philadelphia', 'districts', 'loan')",18
"('districts', 'loan', 'volumes')",18
"('loan', 'volumes', 'have')",18
"('volumes', 'have', 'been')",18
"('have', 'been', 'declining')",18
"('been', 'declining', 'recently')",18
"('declining', 'recently', 'although')",18
"('recently', 'although', 'seasonal')",18
"('although', 'seasonal', 'factors')",18
"('seasonal', 'factors', 'may')",18
"('factors', 'may', 'be')",18
"('may', 'be', 'at')",18
"('be', 'at', 'work')",18
"('at', 'work', 'in')",18
"('work', 'in', 'the')",18
"('in', 'the', 'former')",18
"('the', 'former', 'case')",18
"('former', 'case', 'on')",18
"('case', 'on', 'the')",18
"('other', 'hand', 'lending')",18
"('hand', 'lending', 'activity')",18
"('lending', 'activity', 'remains')",18
"('activity', 'remains', 'brisk')",18
"('remains', 'brisk', 'in')",18
"('brisk', 'in', 'the')",18
"('the', 'richmond', 'dallas')",18
"('richmond', 'dallas', 'and')",18
"('francisco', 'regions', 'in')",18
"('cleveland', 'district', 'demand')",18
"('district', 'demand', 'for')",18
"('demand', 'for', 'commercial')",18
"('for', 'commercial', 'loans')",18
"('commercial', 'loans', 'continues')",18
"('loans', 'continues', 'to')",18
"('continues', 'to', 'strengthen')",18
"('to', 'strengthen', 'but')",18
"('strengthen', 'but', 'consumer')",18
"('but', 'consumer', 'borrowing')",18
"('consumer', 'borrowing', 'has')",18
"('borrowing', 'has', 'been')",18
"('has', 'been', 'flat')",18
"('been', 'flat', 'in')",18
"('flat', 'in', 'the')",18
"('city', 'region', 'consumer')",18
"('region', 'consumer', 'mortgage')",18
"('consumer', 'mortgage', 'and')",18
"('mortgage', 'and', 'agricultural')",18
"('and', 'agricultural', 'loans')",18
"('agricultural', 'loans', 'increased')",18
"('loans', 'increased', 'while')",18
"('increased', 'while', 'other')",18
"('while', 'other', 'loan')",18
"('other', 'loan', 'categories')",18
"('loan', 'categories', 'held')",18
"('categories', 'held', 'steady')",18
"('held', 'steady', 'credit')",18
"('steady', 'credit', 'quality')",18
"('in', 'the', 'minneapolis')",17
"('the', 'dallas', 'region')",17
"('manufacturing', 'prices', 'are')",17
"('prices', 'are', 'flat')",17
"('are', 'flat', 'and')",17
"('flat', 'and', 'in')",17
"('and', 'in', 'some')",17
"('in', 'some', 'industries')",17
"('some', 'industries', 'such')",17
"('industries', 'such', 'as')",17
"('such', 'as', 'lumber')",17
"('as', 'lumber', 'petrochemicals')",17
"('lumber', 'petrochemicals', 'steel')",17
"('petrochemicals', 'steel', 'and')",17
"('steel', 'and', 'a')",17
