NGram,Frequency
"('in', 'the')",276
"('new', 'york')",162
"('kansas', 'city')",155
"('san', 'francisco')",133
"('reported', 'that')",126
"('st', 'louis')",103
"('the', 'atlanta')",100
"('city', 'and')",89
"('in', 'new')",87
"('continued', 'to')",79
"('in', 'philadelphia')",73
"('of', 'the')",67
"('york', 'and')",67
"('real', 'estate')",64
"('in', 'kansas')",63
"('and', 'san')",57
"('credit', 'quality')",56
"('noted', 'that')",52
"('activity', 'was')",50
"('labor', 'markets')",49
"('has', 'been')",47
"('philadelphia', 'and')",46
"('that', 'the')",46
"('francisco', 'districts')",46
"('pressure', 'on')",46
"('and', 'chicago')",44
"('a', 'year')",43
"('year', 'ago')",43
"('the', 'pace')",42
"('pace', 'of')",42
"('commercial', 'real')",42
"('atlanta', 'district')",42
"('chicago', 'reported')",42
"('there', 'was')",41
"('in', 'chicago')",39
"('and', 'atlanta')",39
"('markets', 'remained')",38
"('demand', 'for')",38
"('in', 'san')",38
"('much', 'of')",37
"('in', 'cleveland')",37
"('levels', 'in')",37
"('lending', 'activity')",37
"('passing', 'on')",36
"('francisco', 'reported')",36
"('atlanta', 'and')",35
"('and', 'philadelphia')",35
"('in', 'atlanta')",35
"('boston', 'and')",35
"('activity', 'in')",34
"('and', 'natural')",34
"('the', 'dallas')",34
"('corn', 'and')",34
"('and', 'soybean')",34
"('to', 'be')",33
"('and', 'other')",32
"('pickup', 'in')",32
"('cleveland', 'and')",32
"('were', 'reported')",32
"('this', 'year')",32
"('the', 'district')",32
"('competition', 'has')",32
"('to', 'customers')",32
"('atlanta', 'philadelphia')",32
"('reported', 'as')",31
"('and', 'dallas')",31
"('year', 'in')",31
"('than', 'in')",31
"('notable', 'upward')",30
"('upward', 'pressure')",30
"('on', 'wages')",30
"('wages', 'in')",30
"('was', 'generally')",29
"('and', 'some')",28
"('and', 'richmond')",28
"('chicago', 'and')",28
"('and', 'inventories')",28
"('and', 'minneapolis')",28
"('increase', 'in')",28
"('stable', 'in')",28
"('in', 'dallas')",28
"('increases', 'in')",28
"('quality', 'was')",28
"('standards', 'were')",28
"('atlanta', 'reported')",27
"('commercial', 'and')",27
"('and', 'industrial')",27
"('for', 'both')",27
"('unchanged', 'in')",27
"('manufacturing', 'activity')",26
"('volume', 'of')",26
"('have', 'been')",26
"('expected', 'to')",26
"('was', 'a')",25
"('for', 'the')",25
"('few', 'years')",25
"('loan', 'demand')",25
"('demand', 'remained')",25
"('and', 'st')",24
"('growth', 'of')",24
"('some', 'reports')",23
"('and', 'construction')",23
"('sales', 'were')",23
"('high', 'levels')",23
"('boston', 'noted')",23
"('firms', 'in')",23
"('minneapolis', 'reported')",23
"('strong', 'in')",23
"('the', 'new')",23
"('according', 'to')",23
"('inventories', 'were')",22
"('dallas', 'district')",22
"('led', 'to')",22
"('september', 'and')",21
"('and', 'early')",21
"('early', 'october')",21
"('was', 'some')",21
"('the', 'st')",21
"('louis', 'district')",21
"('only', 'a')",21
"('of', 'new')",21
"('slightly', 'in')",20
"('because', 'of')",20
"('strong', 'competition')",20
"('firms', 'from')",20
"('from', 'passing')",20
"('on', 'much')",20
"('the', 'cost')",20
"('cost', 'increases')",20
"('increases', 'to')",20
"('in', 'boston')",20
"('still', 'at')",20
"('and', 'in')",20
"('that', 'construction')",20
"('on', 'the')",19
"('in', 'most')",19
"('indicated', 'that')",19
"('earlier', 'in')",19
"('the', 'year')",19
"('some', 'pickup')",19
"('contacts', 'reported')",19
"('some', 'softening')",19
"('remained', 'strong')",19
"('markets', 'continued')",19
"('city', 'new')",19
"('return', 'to')",19
"('to', 'top')",19
"('richmond', 'and')",18
"('francisco', 'and')",18
"('were', 'up')",18
"('up', 'slightly')",18
"('in', 'september')",18
"('than', 'a')",18
"('ago', 'in')",18
"('strong', 'demand')",18
"('construction', 'and')",18
"('top', 'boston')",18
"('activity', 'continued')",17
"('sales', 'in')",17
"('has', 'slowed')",17
"('is', 'planned')",17
"('agriculture', 'and')",17
"('natural', 'resources')",17
"('resources', 'oil')",17
"('oil', 'and')",17
"('natural', 'gas')",17
"('gas', 'exploration')",17
"('exploration', 'and')",17
"('and', 'production')",17
"('production', 'were')",17
"('reported', 'at')",17
"('at', 'high')",17
"('dallas', 'kansas')",17
"('minneapolis', 'districts')",17
"('districts', 'agricultural')",17
"('agricultural', 'production')",17
"('production', 'results')",17
"('results', 'varied')",17
"('varied', 'greatly')",17
"('greatly', 'across')",17
"('across', 'the')",17
"('the', 'districts')",17
"('districts', 'st')",17
"('louis', 'reported')",17
"('that', 'cotton')",17
"('cotton', 'estimates')",17
"('estimates', 'for')",17
"('for', 'district')",17
"('district', 'states')",17
"('states', 'were')",17
"('were', 'below')",17
"('below', 'normal')",17
"('normal', 'for')",17
"('for', 'october')",17
"('october', 'reflecting')",17
"('reflecting', 'a')",17
"('a', 'smallerthanexpected')",17
"('smallerthanexpected', 'increase')",17
"('in', 'harvested')",17
"('harvested', 'acres')",17
"('acres', 'and')",17
"('and', 'a')",17
"('a', 'sizeable')",17
"('sizeable', 'drop')",17
"('drop', 'in')",17
"('in', 'yield')",17
"('yield', 'this')",17
"('district', 'much')",17
"('the', 'cotton')",17
"('cotton', 'and')",17
"('and', 'sorghum')",17
"('sorghum', 'crop')",17
"('crop', 'has')",17
"('been', 'declared')",17
"('declared', 'a')",17
"('a', 'total')",17
"('total', 'loss')",17
"('loss', 'recent')",17
"('recent', 'rains')",17
"('rains', 'also')",17
"('also', 'came')",17
"('came', 'too')",17
"('too', 'late')",17
"('late', 'for')",17
"('for', 'many')",17
"('many', 'crop')",17
"('crop', 'farmers')",17
"('farmers', 'throughout')",17
"('throughout', 'the')",17
"('district', 'on')",17
"('the', 'other')",17
"('other', 'hand')",17
"('hand', 'record')",17
"('record', 'corn')",17
"('soybean', 'harvests')",17
"('harvests', 'are')",17
"('are', 'expected')",17
"('expected', 'in')",17
"('that', 'octobers')",17
"('octobers', 'corn')",17
"('soybean', 'production')",17
"('production', 'in')",17
"('district', 'is')",17
"('is', 'expected')",17
"('be', 'up')",17
"('up', '6')",17
"('6', 'percent')",17
"('percent', 'and')",17
"('and', '5')",17
"('5', 'percent')",17
"('percent', 'respectively')",17
"('respectively', 'from')",17
"('from', 'a')",17
"('ago', 'farmers')",17
"('farmers', 'in')",17
"('in', 'north')",17
"('north', 'carolina')",17
"('carolina', 'and')",17
"('and', 'virginia')",17
"('virginia', 'made')",17
"('made', 'good')",17
"('good', 'progress')",17
"('progress', 'harvesting')",17
"('harvesting', 'the')",17
"('the', 'peanut')",17
"('peanut', 'and')",17
"('and', 'cotton')",17
"('cotton', 'crops')",17
"('crops', 'pasture')",17
"('pasture', 'and')",17
"('and', 'livestock')",17
"('livestock', 'conditions')",17
"('conditions', 'ranged')",17
"('ranged', 'from')",17
"('from', 'fair')",17
"('fair', 'to')",17
"('to', 'excellent')",17
"('excellent', 'in')",17
"('in', 'west')",17
"('west', 'virginia')",17
"('virginia', 'return')",17
"('a', 'moderate')",16
"('and', 'new')",16
"('york', 'reported')",16
"('atlanta', 'dallas')",16
"('slowed', 'in')",16
"('petroleumbased', 'input')",16
"('input', 'prices')",16
"('prices', 'rose')",16
"('rose', 'recently')",16
"('recently', 'but')",16
"('but', 'strong')",16
"('has', 'reportedly')",16
"('reportedly', 'prevented')",16
"('prevented', 'many')",16
"('many', 'firms')",16
"('customers', 'except')",16
"('except', 'in')",16
"('in', 'transportation')",16
"('transportation', 'and')",16
"('and', 'certain')",16
"('certain', 'other')",16
"('other', 'areas')",16
"('areas', 'rising')",16
"('rising', 'costs')",16
"('costs', 'resulted')",16
"('resulted', 'in')",16
"('in', 'increased')",16
"('increased', 'pressure')",16
"('on', 'profitability')",16
"('profitability', 'for')",16
"('for', 'firms')",16
"('philadelphia', 'minneapolis')",16
"('minneapolis', 'cleveland')",16
"('districts', 'price')",16
"('price', 'pressures')",16
"('pressures', 'had')",16
"('had', 'reportedly')",16
"('reportedly', 'diminished')",16
"('diminished', 'somewhat')",16
"('somewhat', 'in')",16
"('and', 'with')",16
"('with', 'the')",16
"('the', 'exception')",16
"('exception', 'of')",16
"('of', 'energy')",16
"('energy', 'most')",16
"('most', 'prices')",16
"('prices', 'were')",16
"('were', 'stable')",16
"('dallas', 'cleveland')",16
"('cleveland', 'kansas')",16
"('reported', 'declining')",16
"('declining', 'building')",16
"('building', 'materials')",16
"('materials', 'prices')",16
"('prices', 'such')",16
"('such', 'as')",16
"('as', 'lumber')",16
"('lumber', 'and')",16
"('and', 'drywall')",16
"('drywall', 'strong')",16
"('strong', 'import')",16
"('import', 'competition')",16
"('been', 'keeping')",16
"('keeping', 'prices')",16
"('prices', 'flat')",16
"('flat', 'in')",16
"('francisco', 'in')",16
"('in', 'contrast')",16
"('contrast', 'boston')",16
"('that', 'some')",16
"('some', 'manufacturers')",16
"('manufacturers', 'were')",16
"('were', 'passing')",16
"('on', 'more')",16
"('more', 'of')",16
"('of', 'their')",16
"('their', 'increasing')",16
"('increasing', 'costs')",16
"('costs', 'to')",16
"('customers', 'than')",16
"('in', 'previous')",16
"('previous', 'reports')",16
"('reports', 'the')",16
"('the', 'increasing')",16
"('increasing', 'cost')",16
"('cost', 'of')",16
"('of', 'health')",16
"('health', 'and')",16
"('other', 'insurance')",16
"('insurance', 'programs')",16
"('programs', 'continued')",16
"('be', 'reported')",16
"('as', 'a')",16
"('a', 'concern')",16
"('concern', 'in')",16
"('chicago', 'agriculture')",16
"('at', 'a')",15
"('but', 'with')",15
"('was', 'reported')",15
"('generally', 'steady')",15
"('reports', 'on')",15
"('were', 'mixed')",15
"('producers', 'continued')",15
"('retailers', 'in')",15
"('the', 'next')",15
"('markets', 'labor')",15
"('remained', 'taut')",15
"('taut', 'and')",15
"('reports', 'cited')",15
"('cited', 'notable')",15
"('philadelphia', 'firms')",15
"('firms', 'were')",15
"('were', 'having')",15
"('having', 'considerable')",15
"('considerable', 'trouble')",15
"('trouble', 'finding')",15
"('finding', 'qualified')",15
"('qualified', 'workers')",15
"('workers', 'and')",15
"('and', 'many')",15
"('many', 'companies')",15
"('companies', 'raised')",15
"('raised', 'wages')",15
"('in', 'greater')",15
"('greater', 'amounts')",15
"('amounts', 'this')",15
"('year', 'than')",15
"('the', 'past')",15
"('past', 'few')",15
"('years', 'the')",15
"('the', 'skilled')",15
"('skilled', 'labor')",15
"('labor', 'shortage')",15
"('shortage', 'also')",15
"('also', 'remained')",15
"('remained', 'a')",15
"('a', 'problem')",15
"('problem', 'in')",15
"('and', 'employment')",15
"('employment', 'agencies')",15
"('agencies', 'reported')",15
"('reported', 'trouble')",15
"('trouble', 'filling')",15
"('filling', 'job')",15
"('job', 'openings')",15
"('openings', 'in')",15
"('york', 'dallas')",15
"('dallas', 'indicated')",15
"('that', 'while')",15
"('while', 'labor')",15
"('remained', 'tight')",15
"('tight', 'the')",15
"('the', 'recent')",15
"('recent', 'shakeup')",15
"('shakeup', 'of')",15
"('of', 'internet')",15
"('internet', 'companies')",15
"('companies', 'had')",15
"('had', 'freed')",15
"('freed', 'up')",15
"('up', 'some')",15
"('some', 'hightech')",15
"('hightech', 'workers')",15
"('workers', 'in')",15
"('district', 'in')",15
"('city', 'employers')",15
"('employers', 'were')",15
"('were', 'increasingly')",15
"('increasingly', 'using')",15
"('using', 'flexible')",15
"('flexible', 'work')",15
"('work', 'schedules')",15
"('schedules', 'to')",15
"('to', 'attract')",15
"('attract', 'and')",15
"('and', 'retain')",15
"('retain', 'workers')",15
"('workers', 'minneapolis')",15
"('reported', 'widespread')",15
"('widespread', 'concern')",15
"('concern', 'over')",15
"('over', 'worker')",15
"('worker', 'availability')",15
"('availability', 'and')",15
"('and', 'retention')",15
"('retention', 'in')",15
"('cleveland', 'contacts')",15
