NGram,Frequency
"('st', 'louis', 'district')",101
"('the', 'kansas', 'city')",94
"('the', 'st', 'louis')",89
"('st', 'louis', 'districts')",88
"('and', 'st', 'louis')",87
"('kansas', 'city', 'district')",79
"('the', 'dallas', 'district')",72
"('in', 'the', 'dallas')",67
"('kansas', 'city', 'and')",62
"('district', 'notes', 'that')",60
"('the', 'new', 'york')",59
"('districts', 'report', 'that')",56
"('in', 'the', 'st')",56
"('the', 'richmond', 'district')",53
"('the', 'minneapolis', 'district')",52
"('the', 'cleveland', 'district')",51
"('in', 'the', 'minneapolis')",48
"('and', 'new', 'york')",47
"('new', 'york', 'districts')",47
"('in', 'the', 'atlanta')",46
"('the', 'philadelphia', 'district')",46
"('the', 'san', 'francisco')",42
"('san', 'francisco', 'district')",42
"('and', 'kansas', 'city')",40
"('kansas', 'city', 'districts')",40
"('and', 'san', 'francisco')",39
"('san', 'francisco', 'districts')",39
"('in', 'the', 'chicago')",39
"('district', 'is', 'experiencing')",39
"('new', 'york', 'and')",36
"('new', 'york', 'district')",36
"('oil', 'and', 'gas')",36
"('and', 'high', 'energy')",35
"('in', 'the', 'cleveland')",34
"('dallas', 'kansas', 'city')",34
"('and', 'philadelphia', 'districts')",33
"('parts', 'of', 'the')",33
"('districts', 'in', 'the')",33
"('louis', 'district', 'the')",32
"('the', 'energy', 'sector')",31
"('contacts', 'in', 'the')",31
"('in', 'the', 'boston')",30
"('in', 'consumer', 'loans')",30
"('district', 'reports', 'that')",29
"('the', 'dallas', 'and')",28
"('in', 'the', 'kansas')",28
"('city', 'district', 'the')",28
"('the', 'atlanta', 'and')",27
"('is', 'experiencing', 'a')",27
"('the', 'atlanta', 'chicago')",26
"('the', 'chicago', 'and')",26
"('in', 'the', 'richmond')",26
"('district', 'however', 'reports')",26
"('however', 'reports', 'that')",26
"('dallas', 'district', 'is')",26
"('sales', 'and', 'construction')",26
"('chicago', 'kansas', 'city')",25
"('city', 'and', 'st')",25
"('in', 'most', 'districts')",24
"('louis', 'districts', 'report')",24
"('since', 'the', 'last')",24
"('the', 'last', 'report')",24
"('materials', 'prices', 'in')",24
"('prices', 'in', 'the')",24
"('a', 'slowing', 'in')",23
"('all', 'districts', 'report')",22
"('district', 'have', 'been')",22
"('the', 'cleveland', 'kansas')",22
"('cleveland', 'kansas', 'city')",22
"('sales', 'in', 'the')",22
"('chicago', 'and', 'kansas')",22
"('in', 'recent', 'weeks')",22
"('energy', 'sector', 'continues')",21
"('sector', 'continues', 'to')",21
"('continues', 'to', 'strengthen')",21
"('well', 'in', 'the')",21
"('in', 'parts', 'of')",21
"('city', 'district', 'and')",21
"('kansas', 'city', 'new')",21
"('city', 'new', 'york')",21
"('strong', 'in', 'the')",21
"('and', 'richmond', 'districts')",21
"('the', 'winter', 'wheat')",20
"('winter', 'wheat', 'crop')",20
"('wheat', 'crop', 'is')",20
"('some', 'delays', 'in')",20
"('development', 'of', 'other')",20
"('of', 'other', 'crops')",20
"('york', 'and', 'philadelphia')",20
"('on', 'the', 'other')",20
"('the', 'other', 'hand')",20
"('are', 'down', 'in')",20
"('are', 'experiencing', 'a')",20
"('excess', 'inventories', 'of')",20
"('workers', 'are', 'still')",20
"('in', 'short', 'supply')",20
"('short', 'supply', 'in')",20
"('supply', 'in', 'the')",20
"('workers', 'in', 'the')",20
"('return', 'to', 'top')",20
"('that', 'credit', 'standards')",19
"('district', 'for', 'example')",19
"('the', 'boston', 'and')",19
"('to', 'top', 'boston')",19
"('in', 'many', 'districts')",18
"('lower', 'mortgage', 'rates')",18
"('mortgage', 'rates', 'have')",18
"('a', 'resurgence', 'of')",18
"('resurgence', 'of', 'refinancing')",18
"('richmond', 'and', 'san')",18
"('the', 'richmond', 'and')",18
"('in', 'capital', 'spending')",18
"('to', 'strengthen', 'in')",18
"('strengthen', 'in', 'the')",18
"('the', 'dallas', 'kansas')",18
"('city', 'and', 'minneapolis')",18
"('and', 'minneapolis', 'districts')",18
"('minneapolis', 'districts', 'in')",18
"('district', 'the', 'count')",18
"('the', 'count', 'of')",18
"('count', 'of', 'active')",18
"('of', 'active', 'oil')",18
"('active', 'oil', 'and')",18
"('and', 'gas', 'rigs')",18
"('gas', 'rigs', 'has')",18
"('rigs', 'has', 'risen')",18
"('has', 'risen', 'to')",18
"('risen', 'to', 'its')",18
"('to', 'its', 'highest')",18
"('its', 'highest', 'level')",18
"('highest', 'level', 'in')",18
"('level', 'in', '10')",18
"('in', '10', 'years')",18
"('10', 'years', 'in')",18
"('years', 'in', 'the')",18
"('minneapolis', 'district', 'oil')",18
"('district', 'oil', 'and')",18
"('and', 'gas', 'exploration')",18
"('gas', 'exploration', 'has')",18
"('exploration', 'has', 'remained')",18
"('has', 'remained', 'above')",18
"('remained', 'above', 'yearago')",18
"('above', 'yearago', 'levels')",18
"('yearago', 'levels', 'in')",18
"('levels', 'in', 'response')",18
"('in', 'response', 'to')",18
"('response', 'to', 'higher')",18
"('to', 'higher', 'prices')",18
"('higher', 'prices', 'shortages')",18
"('prices', 'shortages', 'of')",18
"('shortages', 'of', 'equipment')",18
"('of', 'equipment', 'and')",18
"('equipment', 'and', 'personnel')",18
"('and', 'personnel', 'are')",18
"('personnel', 'are', 'reported')",18
"('are', 'reported', 'in')",18
"('reported', 'in', 'the')",18
"('dallas', 'and', 'kansas')",18
"('city', 'districts', 'and')",18
"('districts', 'and', 'mining')",18
"('and', 'mining', 'production')",18
"('mining', 'production', 'is')",18
"('production', 'is', 'decreasing')",18
"('is', 'decreasing', 'in')",18
"('decreasing', 'in', 'the')",18
"('minneapolis', 'district', 'because')",18
"('district', 'because', 'of')",18
"('because', 'of', 'softening')",18
"('of', 'softening', 'demand')",18
"('softening', 'demand', 'and')",18
"('demand', 'and', 'high')",18
"('high', 'energy', 'costs')",18
"('energy', 'costs', 'return')",18
"('costs', 'return', 'to')",18
"('with', 'demand', 'for')",17
"('from', 'a', 'year')",17
"('the', 'chicago', 'district')",17
"('york', 'districts', 'note')",17
"('in', 'the', 'philadelphia')",17
"('agriculture', 'and', 'natural')",17
"('and', 'natural', 'resources')",17
"('natural', 'resources', 'agricultural')",17
"('resources', 'agricultural', 'reports')",17
"('agricultural', 'reports', 'are')",17
"('reports', 'are', 'mixed')",17
"('are', 'mixed', 'the')",17
"('mixed', 'the', 'winter')",17
"('crop', 'is', 'developing')",17
"('is', 'developing', 'well')",17
"('developing', 'well', 'in')",17
"('cleveland', 'district', 'is')",17
"('district', 'is', 'varied')",17
"('is', 'varied', 'widely')",17
"('varied', 'widely', 'across')",17
"('widely', 'across', 'the')",17
"('across', 'the', 'kansas')",17
"('district', 'and', 'because')",17
"('and', 'because', 'of')",17
"('because', 'of', 'abundant')",17
"('of', 'abundant', 'moisture')",17
"('abundant', 'moisture', 'levels')",17
"('moisture', 'levels', 'is')",17
"('levels', 'is', 'in')",17
"('is', 'in', 'goodtoexcellent')",17
"('in', 'goodtoexcellent', 'condition')",17
"('goodtoexcellent', 'condition', 'in')",17
"('condition', 'in', 'the')",17
"('district', 'the', 'cleveland')",17
"('kansas', 'city', 'minneapolis')",17
"('city', 'minneapolis', 'and')",17
"('minneapolis', 'and', 'st')",17
"('louis', 'districts', 'note')",17
"('districts', 'note', 'some')",17
"('note', 'some', 'delays')",17
"('delays', 'in', 'plantings')",17
"('in', 'plantings', 'and')",17
"('plantings', 'and', 'development')",17
"('and', 'development', 'of')",17
"('other', 'crops', 'in')",17
"('crops', 'in', 'contrast')",17
"('in', 'contrast', 'the')",17
"('contrast', 'the', 'richmond')",17
"('richmond', 'district', 'reports')",17
"('district', 'reports', 'good')",17
"('reports', 'good', 'planting')",17
"('good', 'planting', 'conditions')",17
"('planting', 'conditions', 'for')",17
"('conditions', 'for', 'corn')",17
