NGram,Frequency
"('more', 'information', 'about', 'District', 'economic')",9
"('information', 'about', 'District', 'economic', 'conditions')",9
"('about', 'District', 'economic', 'conditions', 'visit')",9
"('expanded', 'at', 'a', 'moderate', 'pace')",7
"('in', 'late', 'July', 'and', 'August')",6
"('compared', 'with', 'a', 'year', 'earlier')",6
"('continued', 'to', 'expand', 'at', 'a')",5
"('since', 'the', 'previous', 'report', 'On')",5
"('economy', 'expanded', 'at', 'a', 'moderate')",4
"('continued', 'to', 'grow', 'at', 'a')",4
"('grew', 'at', 'a', 'moderate', 'rate')",4
"('of', 'Economic', 'Activity', 'Economic', 'activity')",4
"('Economic', 'Activity', 'Economic', 'activity', 'in')",4
"('Activity', 'Economic', 'activity', 'in', 'the')",4
"('in', 'July', 'and', 'early', 'August')",4
"('over', 'the', 'next', '6', 'to')",4
"('the', 'next', '6', 'to', '12')",4
"('next', '6', 'to', '12', 'months')",4
"('modestly', 'since', 'the', 'previous', 'report')",4
"('the', 'previous', 'report', 'On', 'net')",4
"('percent', 'of', 'survey', 'respondents', 'indicated')",4
"('late', 'July', 'and', 'August', 'and')",4
"('compared', 'to', 'the', 'previous', 'survey')",4
"('to', 'the', 'previous', 'survey', 'period')",4
"('pace', 'since', 'the', 'last', 'report')",3
"('at', 'a', 'moderate', 'rate', 'in')",3
"('real', 'estate', 'markets', 'have', 'firmed')",3
"('activity', 'continued', 'to', 'expand', 'at')",3
"('picked', 'up', 'to', 'a', 'moderate')",3
"('up', 'to', 'a', 'moderate', 'pace')",3
"('appeared', 'set', 'to', 'forge', 'a')",3
"('set', 'to', 'forge', 'a', 'new')",3
"('growth', 'was', 'moderate', 'to', 'strong')",3
"('expanded', 'at', 'a', 'solid', 'pace')",3
"('Conditions', 'in', 'the', 'labor', 'market')",3
"('in', 'the', 'labor', 'market', 'tightened')",3
"('the', 'labor', 'market', 'tightened', 'further')",3
"('Sales', 'of', 'retail', 'goods', 'picked')",3
"('of', 'retail', 'goods', 'picked', 'up')",3
"('retail', 'goods', 'picked', 'up', 'moderately')",3
"('Activity', 'in', 'the', 'manufacturing', 'sector')",3
"('continued', 'at', 'a', 'modest', 'pace')",3
"('over', 'the', 'next', 'six', 'months')",3
"('the', 'same', 'period', 'last', 'year')",3
"('they', 'were', 'unable', 'to', 'pass')",3
"('for', 'the', 'remainder', 'of', 'the')",3
"('the', 'remainder', 'of', 'the', 'year')",3
"('slightly', 'over', 'the', 'reporting', 'period')",3
"('of', 'survey', 'respondents', 'indicated', 'that')",3
"('higher', 'than', 'a', 'year', 'ago')",3
"('relative', 'to', 'a', 'year', 'ago')",3
