NGram,Frequency
"('the',)",602
"('in',)",530
"('and',)",511
"('to',)",394
"('a',)",309
"('of',)",247
"('that',)",156
"('for',)",154
"('sales',)",151
"('activity',)",150
"('contacts',)",147
"('reported',)",137
"('was',)",130
"('were',)",129
"('continued',)",120
"('growth',)",110
"('prices',)",109
"('at',)",104
"('firms',)",90
"('district',)",88
"('with',)",86
"('increased',)",86
"('from',)",76
"('up',)",74
"('year',)",73
"('as',)",73
"('on',)",70
"('construction',)",70
"('pace',)",68
"('noted',)",66
"('slightly',)",65
"('estate',)",64
"('strong',)",64
"('services',)",63
"('period',)",63
"('increase',)",60
"('manufacturing',)",60
"('while',)",60
"('remained',)",59
"('over',)",59
"('real',)",58
"('demand',)",58
"('report',)",56
"('new',)",55
"('most',)",54
"('labor',)",53
"('but',)",53
"('have',)",51
"('modestly',)",50
"('percent',)",50
"('since',)",49
"('increases',)",49
"('commercial',)",48
"('moderate',)",46
"('conditions',)",46
"('by',)",46
"('retail',)",45
"('some',)",45
"('rose',)",44
"('overall',)",42
"('moderately',)",42
"('reporting',)",41
"('across',)",41
"('expected',)",41
"('an',)",41
"('spending',)",41
"('levels',)",41
"('sector',)",41
"('november',)",40
"('modest',)",40
"('more',)",40
"('economic',)",39
"('loan',)",39
"('wages',)",39
"('months',)",39
"('previous',)",38
"('said',)",38
"('flat',)",38
"('business',)",37
"('last',)",36
"('than',)",36
"('market',)",35
"('markets',)",35
"('indicated',)",34
"('higher',)",34
"('sectors',)",34
"('production',)",34
"('one',)",34
"('residential',)",33
"('home',)",32
"('about',)",32
"('manufacturers',)",31
"('price',)",31
"('has',)",31
"('reports',)",30
"('however',)",29
"('rates',)",28
"('holiday',)",28
"('employment',)",28
"('wage',)",28
"('december',)",28
"('are',)",28
"('compared',)",28
"('auto',)",27
"('retailers',)",27
"('workers',)",27
"('they',)",27
"('due',)",26
"('steady',)",26
"('been',)",26
"('weeks',)",26
"('picked',)",26
"('their',)",26
"('during',)",26
"('also',)",26
"('mixed',)",25
"('be',)",25
"('generally',)",25
"('recent',)",25
"('2018',)",24
"('or',)",24
"('contact',)",24
"('survey',)",24
"('consumer',)",23
"('transportation',)",23
"('costs',)",23
"('little',)",22
"('energy',)",22
"('low',)",22
"('down',)",21
"('rise',)",21
"('hiring',)",21
"('2017',)",20
"('improved',)",20
"('all',)",20
"('high',)",20
"('six',)",20
"('loans',)",20
"('industrial',)",19
"('districts',)",19
"('robust',)",19
"('among',)",19
"('input',)",19
"('grew',)",19
"('had',)",19
"('both',)",19
"('ago',)",19
"('next',)",19
"('outlook',)",18
"('capital',)",18
