NGram,Frequency
"('at', 'a', 'moderate', 'pace')",17
"('at', 'a', 'modest', 'pace')",17
"('over', 'the', 'reporting', 'period')",12
"('since', 'the', 'previous', 'report')",10
"('in', 'the', 'months', 'ahead')",10
"('since', 'the', 'last', 'report')",10
"('more', 'information', 'about', 'District')",9
"('information', 'about', 'District', 'economic')",9
"('about', 'District', 'economic', 'conditions')",9
"('District', 'economic', 'conditions', 'visit')",9
"('in', 'late', 'January', 'and')",8
"('late', 'January', 'and', 'February')",8
"('than', 'a', 'year', 'ago')",7
"('expanded', 'at', 'a', 'moderate')",6
"('during', 'the', 'survey', 'period')",6
"('over', 'the', 'next', '6')",6
"('the', 'next', '6', 'to')",6
"('next', '6', 'to', '12')",6
"('6', 'to', '12', 'months')",6
"('Economic', 'Activity', 'Economic', 'activity')",5
"('due', 'in', 'part', 'to')",5
"('continued', 'to', 'grow', 'at')",5
"('to', 'grow', 'at', 'a')",5
"('grow', 'at', 'a', 'modest')",5
"('a', 'modest', 'pace', 'in')",5
"('labor', 'market', 'remained', 'tight')",5
"('for', 'commercial', 'real', 'estate')",5
"('of', 'Economic', 'Activity', 'Economic')",5
"('in', 'upstate', 'New', 'York')",5
"('the', 'previous', 'survey', 'period')",5
"('compared', 'with', 'a', 'year')",5
"('noted', 'an', 'increase', 'in')",5
"('in', 'January', 'and', 'early')",5
"('January', 'and', 'early', 'February')",5
"('higher', 'than', 'a', 'year')",5
"('over', 'the', 'past', 'six')",5
"('the', 'past', 'six', 'weeks')",5
"('grew', 'at', 'a', 'modest')",4
"('activity', 'continued', 'to', 'grow')",4
"('market', 'remained', 'tight', 'and')",4
"('to', 'expand', 'at', 'a')",4
"('pace', 'in', 'late', 'January')",4
"('Economic', 'activity', 'in', 'the')",4
"('in', 'the', 'manufacturing', 'sector')",4
"('the', 'manufacturing', 'sector', 'continued')",4
"('manufacturing', 'sector', 'continued', 'to')",4
"('a', 'moderate', 'pace', 'in')",4
"('in', 'the', 'First', 'District')",4
"('over', 'the', 'next', 'six')",4
"('the', 'next', 'six', 'months')",4
"('contacts', 'continued', 'to', 'report')",4
"('on', 'a', 'yearoveryear', 'basis')",4
"('moderately', 'in', 'recent', 'weeks')",4
"('the', 'labor', 'market', 'remained')",4
"('in', 'the', 'number', 'of')",4
"('real', 'estate', 'activity', 'increased')",4
"('with', 'a', 'year', 'earlier')",4
"('January', 'and', 'February', 'and')",4
"('compared', 'to', 'the', 'previous')",4
"('in', 'the', 'Mountain', 'West')",4
"('activity', 'expanded', 'at', 'a')",3
"('reported', 'modest', 'growth', 'in')",3
"('moderately', 'since', 'the', 'previous')",3
"('around', 'New', 'York', 'City')",3
"('a', 'moderate', 'pace', 'since')",3
"('to', 'a', 'moderate', 'pace')",3
"('across', 'most', 'of', 'the')",3
"('and', 'commercial', 'real', 'estate')",3
"('employment', 'wages', 'and', 'prices')",3
"('District', 'economy', 'expanded', 'at')",3
"('economy', 'expanded', 'at', 'a')",3
"('Demand', 'for', 'commercial', 'real')",3
"('and', 'real', 'estate', 'activity')",3
"('spending', 'was', 'down', 'slightly')",3
"('continued', 'to', 'expand', 'at')",3
"('modest', 'pace', 'in', 'late')",3
"('transportation', 'wholesale', 'trade', 'and')",3
"('wholesale', 'trade', 'and', 'professional')",3
"('trade', 'and', 'professional', 'and')",3
"('and', 'professional', 'and', 'hightech')",3
"('District', 'continued', 'to', 'expand')",3
"('Sales', 'of', 'retail', 'goods')",3
"('of', 'retail', 'goods', 'picked')",3
"('retail', 'goods', 'picked', 'up')",3
"('goods', 'picked', 'up', 'slightly')",3
"('consumer', 'and', 'business', 'services')",3
"('sector', 'continued', 'to', 'pick')",3
"('continued', 'to', 'pick', 'up')",3
"('and', 'conditions', 'in', 'the')",3
"('in', 'the', 'commercial', 'real')",3
"('the', 'commercial', 'real', 'estate')",3
"('commercial', 'real', 'estate', 'sector')",3
"('in', 'the', 'second', 'half')",3
"('the', 'second', 'half', 'of')",3
"('commercial', 'real', 'estate', 'activity')",3
"('Activity', 'Economic', 'activity', 'in')",3
"('much', 'of', 'the', 'District')",3
"('markets', 'have', 'been', 'mixed')",3
"('at', 'the', 'high', 'end')",3
"('growth', 'over', 'the', 'next')",3
"('contacts', 'reported', 'little', 'change')",3
"('the', 'percentage', 'of', 'firms')",3
"('continued', 'to', 'report', 'modest')",3
"('an', 'increase', 'in', 'sales')",3
"('reported', 'little', 'change', 'in')",3
"('real', 'estate', 'contacts', 'reported')",3
"('at', 'the', 'beginning', 'of')",3
"('of', 'a', 'year', 'ago')",3
"('of', 'Economic', 'Activity', 'The')",3
"('since', 'our', 'previous', 'report')",3
"('in', 'recent', 'weeks', 'A')",3
"('reported', 'an', 'increase', 'in')",3
"('was', 'flat', 'to', 'slightly')",3
"('in', 'the', 'coming', 'months')",3
"('the', 'next', 'three', 'months')",3
"('that', 'the', 'pace', 'of')",3
"('increased', 'at', 'a', 'moderate')",3
"('Commercial', 'real', 'estate', 'activity')",3
"('percent', 'of', 'contacts', 'reported')",3
"('a', 'year', 'ago', 'and')",3
"('of', 'contacts', 'reported', 'that')",3
"('relative', 'to', 'a', 'year')",3
"('to', 'a', 'year', 'ago')",3
"('new', 'orders', 'and', 'capacity')",3
"('orders', 'and', 'capacity', 'utilization')",3
"('the', 'previous', 'reporting', 'period')",3
"('professional', 'and', 'hightech', 'firms')",3
"('to', 'the', 'previous', 'survey')",3
"('input', 'and', 'selling', 'prices')",3
"('the', 'prior', 'reporting', 'period')",3
"('continued', 'at', 'a', 'strong')",3
"('at', 'a', 'strong', 'pace')",3
"('the', 'reporting', 'period', 'Contacts')",3
"('Activity', 'Economic', 'activity', 'expanded')",2
"('Economic', 'activity', 'expanded', 'at')",2
"('rents', 'in', 'and', 'around')",2
"('in', 'and', 'around', 'New')",2
"('and', 'around', 'New', 'York')",2
"('according', 'to', 'contacts', 'in')",2
"('grew', 'at', 'a', 'moderate')",2
"('labor', 'market', 'tightness', 'and')",2
"('in', 'response', 'to', 'tight')",2
"('response', 'to', 'tight', 'labor')",2
"('to', 'tight', 'labor', 'market')",2
"('tight', 'labor', 'market', 'conditions')",2
"('the', 'Tax', 'Cuts', 'and')",2
"('Tax', 'Cuts', 'and', 'Jobs')",2
"('reported', 'moderate', 'increases', 'in')",2
"('firms', 'reported', 'yearoveryear', 'revenue')",2
"('firms', 'said', 'labor', 'markets')",2
"('said', 'labor', 'markets', 'were')",2
"('labor', 'markets', 'were', 'tight')",2
"('a', 'modest', 'pace', 'while')",2
"('remained', 'tight', 'Input', 'price')",2
"('tight', 'Input', 'price', 'pressures')",2
"('intensified', 'while', 'selling', 'prices')",2
"('continued', 'to', 'rise', 'modestly')",2
"('commercial', 'real', 'estate', 'markets')",2
"('real', 'estate', 'markets', 'have')",2
"('estate', 'markets', 'have', 'been')",2
"('Economic', 'activity', 'continued', 'to')",2
"('manufacturing', 'nonfinancial', 'services', 'and')",2
"('to', 'a', 'modest', 'pace')",2
"('On', 'balance', 'employment', 'wages')",2
"('balance', 'employment', 'wages', 'and')",2
"('wages', 'and', 'prices', 'continued')",2
"('and', 'prices', 'continued', 'to')",2
"('prices', 'continued', 'to', 'grow')",2
"('Tax', 'Cut', 'and', 'Jobs')",2
"('Cut', 'and', 'Jobs', 'Act')",2
"('and', 'Jobs', 'Act', 'is')",2
"('faced', 'longer', 'vendor', 'lead')",2
"('longer', 'vendor', 'lead', 'times')",2
"('vendor', 'lead', 'times', 'due')",2
"('some', 'ports', 'came', 'more')",2
"('ports', 'came', 'more', 'in')",2
"('came', 'more', 'in', 'line')",2
"('more', 'in', 'line', 'with')",2
"('in', 'line', 'with', 'imports')",2
"('Prices', 'continued', 'to', 'grow')",2
"('remained', 'tight', 'and', 'wage')",2
"('up', 'slightly', 'Retailers', 'cited')",2
"('modestly', 'Demand', 'for', 'commercial')",2
"('commercial', 'real', 'estate', 'continued')",2
