NGram,Frequency
"('since', 'the', 'previous', 'Beige', 'Book')",5
"('since', 'the', 'last', 'Beige', 'Book')",4
"('Return', 'to', 'top', 'Consumer', 'Spending')",4
"('the', 'strong', 'dollars', 'negative', 'impact')",3
"('strong', 'dollars', 'negative', 'impact', 'on')",3
"('New', 'York', 'Philadelphia', 'Richmond', 'and')",3
"('less', 'optimistic', 'about', 'the', 'nearterm')",3
"('optimistic', 'about', 'the', 'nearterm', 'outlook')",3
"('St', 'Louis', 'and', 'Kansas', 'City')",3
"('continued', 'to', 'be', 'strong', 'in')",3
"('since', 'the', 'previous', 'reporting', 'period')",3
"('during', 'the', 'past', 'few', 'months')",3
"('in', 'late', 'November', 'and', 'December')",3
"('compared', 'with', 'a', 'year', 'earlier')",3
"('Districts', 'since', 'the', 'previous', 'Beige')",2
"('Philadelphia', 'Cleveland', 'Richmond', 'Chicago', 'St')",2
"('Cleveland', 'Richmond', 'Chicago', 'St', 'Louis')",2
"('and', 'commercial', 'real', 'estate', 'activity')",2
"('weak', 'global', 'demand', 'and', 'the')",2
"('global', 'demand', 'and', 'the', 'strong')",2
"('demand', 'and', 'the', 'strong', 'dollar')",2
"('in', 'New', 'York', 'Philadelphia', 'Richmond')",2
"('York', 'Philadelphia', 'Richmond', 'and', 'Minneapolis')",2
"('Minneapolis', 'Kansas', 'City', 'and', 'Dallas')",2
"('for', 'server', 'and', 'cloud', 'computing')",2
"('server', 'and', 'cloud', 'computing', 'services')",2
"('and', 'permanent', 'placements', 'across', 'a')",2
"('somewhat', 'less', 'optimistic', 'about', 'the')",2
"('contacts', 'noted', 'a', 'surge', 'in')",2
"('noted', 'a', 'surge', 'in', 'ecommerce')",2
"('a', 'surge', 'in', 'ecommerce', 'shipments')",2
"('cited', 'strong', 'retail', 'goods', 'imports')",2
"('to', 'weakness', 'in', 'the', 'energy')",2
"('was', 'flat', 'to', 'down', 'on')",2
"('noted', 'the', 'strong', 'dollars', 'negative')",2
"('offset', 'the', 'impact', 'of', 'the')",2
"('the', 'impact', 'of', 'the', 'strong')",2
"('impact', 'of', 'the', 'strong', 'dollar')",2
"('for', 'the', 'launch', 'of', 'a')",2
"('the', 'launch', 'of', 'a', 'new')",2
"('Estate', 'and', 'Construction', 'Residential', 'real')",2
"('and', 'Construction', 'Residential', 'real', 'estate')",2
"('Construction', 'Residential', 'real', 'estate', 'activity')",2
"('to', 'perform', 'well', 'in', '2016')",2
"('noted', 'high', 'levels', 'of', 'industrial')",2
"('high', 'levels', 'of', 'industrial', 'construction')",2
"('levels', 'of', 'industrial', 'construction', 'in')",2
"('of', 'industrial', 'construction', 'in', 'DallasFort')",2
"('industrial', 'construction', 'in', 'DallasFort', 'Worth')",2
"('construction', 'activity', 'to', 'increase', 'slightly')",2
"('in', 'the', 'Philadelphia', 'St', 'Louis')",2
"('to', 'continue', 'to', 'strengthen', 'at')",2
"('Cleveland', 'Richmond', 'and', 'Kansas', 'City')",2
"('Richmond', 'and', 'Kansas', 'City', 'reported')",2
"('automobile', 'loans', 'and', 'mortgage', 'originations')",2
"('reported', 'an', 'increase', 'in', 'residential')",2
"('loans', 'to', 'oil', 'and', 'gas')",2
"('to', 'oil', 'and', 'gas', 'companies')",2
"('Kansas', 'City', 'and', 'Dallas', 'reported')",2
"('firms', 'in', 'New', 'York', 'Philadelphia')",2
"('from', 'a', 'year', 'earlier', 'in')",2
"('for', 'the', 'first', 'time', 'in')",2
"('the', 'first', 'time', 'in', 'many')",2
"('first', 'time', 'in', 'many', 'years')",2
"('District', 'commercial', 'real', 'estate', 'contacts')",2
"('Real', 'Estate', 'Residential', 'real', 'estate')",2
"('across', 'most', 'of', 'the', 'District')",2
"('steady', 'at', 'high', 'levels', 'in')",2
"('a', 'moderate', 'pace', 'of', 'growth')",2
"('through', 'the', 'holiday', 'shopping', 'season')",2
"('contacts', 'continued', 'to', 'report', 'modest')",2
"('continued', 'to', 'report', 'modest', 'growth')",2
"('continued', 'to', 'report', 'only', 'slight')",2
"('real', 'estate', 'activity', 'continued', 'to')",2
"('Contacts', 'remained', 'optimistic', 'for', 'continued')",2
"('to', 'levels', 'not', 'seen', 'since')",2
"('during', 'the', 'past', 'six', 'weeks')",2
"('in', 'the', 'energy', 'sector', 'and')",2
"('percent', 'compared', 'to', 'those', 'of')",2
"('of', 'the', 'same', 'time', 'period')",2
"('challenged', 'by', 'a', 'labor', 'shortage')",2
"('those', 'of', 'a', 'year', 'ago')",2
"('According', 'to', 'our', 'most', 'recent')",2
"('rose', 'at', 'a', 'modest', 'pace')",2
"('at', 'a', 'slightly', 'faster', 'pace')",2
"('as', 'a', 'result', 'of', 'increased')",2
"('North', 'Carolina', 'and', 'South', 'Carolina')",2
"('sales', 'since', 'the', 'previous', 'report')",2
"('at', 'a', 'modest', 'pace', 'in')",2
"('at', 'a', 'modest', 'pace', 'over')",2
"('a', 'modest', 'pace', 'over', 'the')",2
"('modestly', 'over', 'the', 'reporting', 'period')",2
"('the', 'auto', 'and', 'aerospace', 'industries')",2
"('the', 'commercial', 'real', 'estate', 'market')",2
"('the', 'same', 'time', 'last', 'year')",2
"('Manufacturing', 'and', 'Other', 'Business', 'Activity')",2
"('and', 'Other', 'Business', 'Activity', 'Manufacturing')",2
"('Other', 'Business', 'Activity', 'Manufacturing', 'activity')",2
"('demand', 'from', 'the', 'energy', 'sector')",2
"('reported', 'plans', 'to', 'hire', 'new')",2
"('throughout', 'most', 'of', 'the', 'District')",2
"('strong', 'since', 'the', 'last', 'report')",2
"('November', 'compared', 'with', 'a', 'year')",2
"('results', 'from', 'the', 'Minneapolis', 'Feds')",2
