NGram,Frequency
"('Kansas', 'City', 'and', 'Dallas', 'Districts')",5
"('in', 'the', 'Kansas', 'City', 'District')",5
"('in', 'the', 'New', 'York', 'District')",4
"('in', 'the', 'San', 'Francisco', 'District')",4
"('Labor', 'market', 'conditions', 'remained', 'tight')",3
"('Demand', 'for', 'nonfinancial', 'services', 'generally')",3
"('pace', 'over', 'the', 'reporting', 'period')",3
"('the', 'Kansas', 'City', 'and', 'Dallas')",3
"('in', 'the', 'Cleveland', 'and', 'Kansas')",3
"('the', 'Cleveland', 'and', 'Kansas', 'City')",3
"('Cleveland', 'and', 'Kansas', 'City', 'Districts')",3
"('in', 'the', 'oil', 'and', 'gas')",3
"('the', 'oil', 'and', 'gas', 'sector')",3
"('at', 'a', 'slower', 'pace', 'than')",3
"('during', 'the', 'current', 'Beige', 'Book')",3
"('the', 'current', 'Beige', 'Book', 'period')",3
"('of', 'the', 'same', 'time', 'period')",3
"('compared', 'to', 'those', 'of', 'a')",3
"('to', 'those', 'of', 'a', 'year')",3
"('real', 'estate', 'contacts', 'continued', 'to')",3
"('in', 'late', 'August', 'and', 'September')",3
"('in', 'much', 'of', 'the', 'District')",3
"('over', 'the', 'reporting', 'period', 'and')",3
"('market', 'conditions', 'remained', 'tight', 'with')",2
"('the', 'strong', 'dollar', 'continued', 'to')",2
"('for', 'nonfinancial', 'services', 'generally', 'increased')",2
"('in', 'Districts', 'that', 'commented', 'on')",2
"('Districts', 'that', 'commented', 'on', 'it')",2
"('at', 'a', 'modest', 'pace', 'in')",2
"('quality', 'remained', 'strong', 'or', 'improved')",2
"('of', 'stabilization', 'in', 'the', 'oil')",2
"('stabilization', 'in', 'the', 'oil', 'and')",2
"('St', 'Louis', 'and', 'San', 'Francisco')",2
"('Louis', 'and', 'San', 'Francisco', 'Districts')",2
"('Dallas', 'and', 'San', 'Francisco', 'Districts')",2
"('and', 'San', 'Francisco', 'Districts', 'said')",2
"('firms', 'in', 'the', 'Kansas', 'City')",2
"('in', 'the', 'Kansas', 'City', 'and')",2
"('in', 'the', 'Chicago', 'and', 'Minneapolis')",2
"('the', 'Chicago', 'and', 'Minneapolis', 'Districts')",2
"('pressure', 'on', 'food', 'prices', 'especially')",2
"('in', 'the', 'Richmond', 'and', 'Atlanta')",2
"('the', 'Richmond', 'and', 'Atlanta', 'Districts')",2
"('Richmond', 'and', 'Atlanta', 'Districts', 'and')",2
"('in', 'the', 'Cleveland', 'District', 'and')",2
"('Chicago', 'and', 'Dallas', 'Districts', 'and')",2
"('the', 'elevated', 'dollar', 'strong', 'global')",2
