NGram,Frequency
"('continued', 'to', 'expand', 'at', 'a')",9
"('to', 'expand', 'at', 'a', 'moderate')",8
"('expand', 'at', 'a', 'moderate', 'pace')",8
"('more', 'information', 'about', 'District', 'economic')",8
"('information', 'about', 'District', 'economic', 'conditions')",8
"('about', 'District', 'economic', 'conditions', 'visit')",8
"('over', 'the', 'next', 'six', 'months')",7
"('over', 'the', 'past', 'six', 'weeks')",6
"('continued', 'to', 'rise', 'at', 'a')",5
"('the', 'same', 'period', 'last', 'year')",5
"('in', 'late', 'August', 'and', 'September')",5
"('higher', 'than', 'a', 'year', 'ago')",5
"('at', 'a', 'moderate', 'pace', 'since')",4
"('continued', 'at', 'a', 'modest', 'pace')",4
"('a', 'modest', 'pace', 'of', 'growth')",4
"('pace', 'since', 'our', 'previous', 'report')",4
"('activity', 'continued', 'to', 'expand', 'at')",4
"('of', 'Economic', 'Activity', 'Economic', 'activity')",4
"('Economic', 'Activity', 'Economic', 'activity', 'in')",4
"('Activity', 'Economic', 'activity', 'in', 'the')",4
"('the', 'prior', 'Beige', 'Book', 'period')",4
"('compared', 'to', 'those', 'of', 'a')",4
"('to', 'those', 'of', 'a', 'year')",4
"('prices', 'continued', 'to', 'rise', 'moderately')",3
"('at', 'a', 'modest', 'pace', 'of')",3
"('modestly', 'since', 'the', 'last', 'report')",3
"('continued', 'at', 'a', 'modest', 'rate')",3
"('Construction', 'and', 'real', 'estate', 'activity')",3
"('and', 'real', 'estate', 'activity', 'was')",3
"('real', 'estate', 'activity', 'was', 'little')",3
"('estate', 'activity', 'was', 'little', 'changed')",3
"('corn', 'and', 'soybean', 'harvests', 'to')",3
"('and', 'soybean', 'harvests', 'to', 'be')",3
"('soybean', 'harvests', 'to', 'be', 'close')",3
"('harvests', 'to', 'be', 'close', 'to')",3
"('at', 'a', 'modest', 'pace', 'since')",3
"('activity', 'in', 'the', 'Tenth', 'District')",3
"('Overall', 'price', 'inflation', 'was', 'flat')",3
"('price', 'inflation', 'was', 'flat', 'and')",3
"('inflation', 'was', 'flat', 'and', 'remained')",3
"('was', 'flat', 'and', 'remained', 'low')",3
"('have', 'been', 'mixed', 'but', 'on')",3
"('been', 'mixed', 'but', 'on', 'balance')",3
"('continued', 'to', 'report', 'modest', 'growth')",3
"('continued', 'to', 'grow', 'at', 'a')",3
"('in', 'new', 'orders', 'and', 'shipments')",3
"('the', 'next', 'six', 'months', 'The')",3
"('a', 'moderate', 'pace', 'since', 'our')",3
"('in', 'the', 'commercial', 'real', 'estate')",3
"('the', 'first', 'half', 'of', '2017')",3
"('unchanged', 'from', 'the', 'previous', 'report')",3
"('for', 'the', 'remainder', 'of', 'the')",3
"('to', 'continue', 'at', 'that', 'pace')",3
"('the', 'next', '6', 'to', '12')",3
"('next', '6', 'to', '12', 'months')",3
"('at', 'a', 'modest', 'pace', 'in')",3
"('lower', 'than', 'a', 'year', 'ago')",3
"('contact', 'in', 'Little', 'Rock', 'reported')",3
"('relative', 'to', 'the', 'previous', 'month')",3
"('from', 'the', 'previous', 'reporting', 'period')",3
"('moderately', 'since', 'the', 'last', 'report')",3
"('compared', 'with', 'a', 'year', 'earlier')",3
"('in', 'the', 'energy', 'sector', 'eased')",2
"('to', 'attract', 'and', 'retain', 'workers')",2
"('Price', 'pressures', 'remained', 'modest', 'since')",2
"('pressures', 'remained', 'modest', 'since', 'the')",2
"('since', 'the', 'last', 'report', 'while')",2
"('tight', 'Input', 'prices', 'continued', 'to')",2
"('activity', 'continued', 'at', 'a', 'modest')",2
"('wages', 'and', 'prices', 'continued', 'to')",2
"('and', 'prices', 'continued', 'to', 'grow')",2
"('from', 'that', 'of', 'the', 'previous')",2
"('that', 'of', 'the', 'previous', 'reporting')",2
"('of', 'the', 'previous', 'reporting', 'period')",2
"('the', 'previous', 'reporting', 'period', 'but')",2
"('the', 'overall', 'pace', 'of', 'growth')",2
"('overall', 'pace', 'of', 'growth', 'was')",2
"('and', 'wage', 'pressures', 'broadened', 'Prices')",2
"('wage', 'pressures', 'broadened', 'Prices', 'rose')",2
"('supply', 'chain', 'disruptions', 'from', 'the')",2
"('with', 'few', 'reports', 'of', 'wage')",2
"('few', 'reports', 'of', 'wage', 'pressures')",2
"('Employment', 'business', 'spending', 'and', 'manufacturing')",2
"('business', 'spending', 'and', 'manufacturing', 'increased')",2
"('spending', 'and', 'manufacturing', 'increased', 'modestly')",2
"('and', 'manufacturing', 'increased', 'modestly', 'while')",2
"('manufacturing', 'increased', 'modestly', 'while', 'consumer')",2
"('increased', 'modestly', 'while', 'consumer', 'spending')",2
"('modestly', 'while', 'consumer', 'spending', 'increased')",2
"('while', 'consumer', 'spending', 'increased', 'slightly')",2
"('consumer', 'spending', 'increased', 'slightly', 'Construction')",2
"('spending', 'increased', 'slightly', 'Construction', 'and')",2
"('increased', 'slightly', 'Construction', 'and', 'real')",2
"('slightly', 'Construction', 'and', 'real', 'estate')",2
"('activity', 'was', 'little', 'changed', 'as')",2
"('was', 'little', 'changed', 'as', 'were')",2
"('little', 'changed', 'as', 'were', 'financial')",2
"('changed', 'as', 'were', 'financial', 'sector')",2
"('as', 'were', 'financial', 'sector', 'conditions')",2
"('were', 'financial', 'sector', 'conditions', 'Wages')",2
"('financial', 'sector', 'conditions', 'Wages', 'and')",2
"('sector', 'conditions', 'Wages', 'and', 'prices')",2
"('conditions', 'Wages', 'and', 'prices', 'rose')",2
"('Wages', 'and', 'prices', 'rose', 'modestly')",2
"('and', 'prices', 'rose', 'modestly', 'Contacts')",2
"('prices', 'rose', 'modestly', 'Contacts', 'expected')",2
"('rose', 'modestly', 'Contacts', 'expected', 'the')",2
"('modestly', 'Contacts', 'expected', 'the', 'Districts')",2
"('Contacts', 'expected', 'the', 'Districts', 'corn')",2
"('expected', 'the', 'Districts', 'corn', 'and')",2
"('the', 'Districts', 'corn', 'and', 'soybean')",2
"('Districts', 'corn', 'and', 'soybean', 'harvests')",2
"('conditions', 'have', 'continued', 'to', 'improve')",2
"('have', 'continued', 'to', 'improve', 'at')",2
"('continued', 'to', 'improve', 'at', 'a')",2
"('to', 'improve', 'at', 'a', 'modest')",2
"('improve', 'at', 'a', 'modest', 'pace')",2
"('a', 'modest', 'pace', 'since', 'our')",2
"('modest', 'pace', 'since', 'our', 'previous')",2
"('The', 'District', 'continues', 'to', 'see')",2
"('District', 'continues', 'to', 'see', 'relatively')",2
"('continues', 'to', 'see', 'relatively', 'stronger')",2
"('to', 'see', 'relatively', 'stronger', 'growth')",2
"('see', 'relatively', 'stronger', 'growth', 'in')",2
"('relatively', 'stronger', 'growth', 'in', 'both')",2
"('manufacturing', 'and', 'banking', 'sectors', 'although')",2
"('and', 'banking', 'sectors', 'although', 'growth')",2
"('banking', 'sectors', 'although', 'growth', 'in')",2
"('sectors', 'although', 'growth', 'in', 'both')",2
"('although', 'growth', 'in', 'both', 'sectors')",2
"('growth', 'in', 'both', 'sectors', 'has')",2
"('in', 'both', 'sectors', 'has', 'decelerated')",2
"('both', 'sectors', 'has', 'decelerated', 'somewhat')",2
"('sectors', 'has', 'decelerated', 'somewhat', 'since')",2
"('has', 'decelerated', 'somewhat', 'since', 'the')",2
"('decelerated', 'somewhat', 'since', 'the', 'beginning')",2
"('somewhat', 'since', 'the', 'beginning', 'of')",2
"('since', 'the', 'beginning', 'of', 'the')",2
"('Economic', 'activity', 'in', 'the', 'Tenth')",2
"('in', 'the', 'Tenth', 'District', 'continued')",2
"('the', 'Tenth', 'District', 'continued', 'to')",2
"('transportation', 'and', 'wholesale', 'trade', 'firms')",2
"('and', 'most', 'contacts', 'do', 'not')",2
"('most', 'contacts', 'do', 'not', 'expect')",2
"('contacts', 'do', 'not', 'expect', 'significant')",2
"('do', 'not', 'expect', 'significant', 'longterm')",2
"('not', 'expect', 'significant', 'longterm', 'disruption')",2
"('flat', 'and', 'remained', 'low', 'while')",2
"('and', 'remained', 'low', 'while', 'upward')",2
"('remained', 'low', 'while', 'upward', 'wage')",2
"('low', 'while', 'upward', 'wage', 'pressures')",2
"('while', 'upward', 'wage', 'pressures', 'strengthened')",2
"('upward', 'wage', 'pressures', 'strengthened', 'somewhat')",2
"('wage', 'pressures', 'strengthened', 'somewhat', 'and')",2
"('in', 'the', 'labor', 'market', 'tightened')",2
"('the', 'labor', 'market', 'tightened', 'further')",2
"('tightened', 'further', 'Sales', 'of', 'retail')",2
"('further', 'Sales', 'of', 'retail', 'goods')",2
"('Sales', 'of', 'retail', 'goods', 'picked')",2
"('of', 'retail', 'goods', 'picked', 'up')",2
"('retail', 'goods', 'picked', 'up', 'and')",2
"('goods', 'picked', 'up', 'and', 'growth')",2
"('picked', 'up', 'and', 'growth', 'in')",2
"('remained', 'strong', 'Conditions', 'in', 'the')",2
"('strong', 'Conditions', 'in', 'the', 'manufacturing')",2
"('Conditions', 'in', 'the', 'manufacturing', 'sector')",2
"('in', 'the', 'manufacturing', 'sector', 'improved')",2
"('contacts', 'in', 'the', 'First', 'District')",2
"('in', 'the', 'First', 'District', 'reported')",2
"('contacts', 'reported', 'little', 'change', 'in')",2
"('in', 'the', '2', 'percent', 'to')",2
"('international', 'air', 'travel', 'to', 'Boston')",2
"('during', 'the', 'first', 'half', 'of')",2
"('the', 'first', 'half', 'of', 'the')",2
"('first', 'half', 'of', 'the', 'year')",2
"('compared', 'with', 'last', 'year', 'and')",2
"('District', 'continued', 'to', 'expand', 'at')",2
"('at', 'a', 'moderate', 'pace', 'in')",2
"('in', 'the', 'latest', 'reporting', 'period')",2
"('Manufacturers', 'reported', 'continued', 'brisk', 'growth')",2
"('reported', 'continued', 'brisk', 'growth', 'in')",2
"('though', 'the', 'high', 'end', 'of')",2
"('the', 'high', 'end', 'of', 'the')",2
"('high', 'end', 'of', 'the', 'market')",2
"('lower', 'delinquency', 'rates', 'across', 'all')",2
"('delinquency', 'rates', 'across', 'all', 'loan')",2
