NGram,Frequency
"('in', 'the')",457
"('districts', 'report')",240
"('the', 'atlanta')",134
"('san', 'francisco')",122
"('new', 'york')",114
"('st', 'louis')",113
"('kansas', 'city')",107
"('loan', 'demand')",89
"('the', 'minneapolis')",89
"('and', 'richmond')",84
"('richmond', 'districts')",84
"('the', 'dallas')",80
"('the', 'chicago')",79
"('and', 'san')",78
"('francisco', 'districts')",78
"('richmond', 'and')",78
"('and', 'st')",76
"('louis', 'districts')",76
"('district', 'reports')",74
"('report', 'that')",72
"('the', 'boston')",67
"('reported', 'in')",67
"('minneapolis', 'district')",63
"('the', 'kansas')",62
"('while', 'the')",61
"('atlanta', 'and')",60
"('consumer', 'loan')",60
"('real', 'estate')",59
"('cleveland', 'and')",59
"('to', 'be')",56
"('most', 'districts')",55
"('districts', 'the')",52
"('because', 'of')",52
"('continue', 'to')",51
"('philadelphia', 'and')",51
"('philadelphia', 'richmond')",51
"('districts', 'also')",50
"('dallas', 'and')",49
"('chicago', 'district')",47
"('contacts', 'in')",46
"('increases', 'in')",45
"('estate', 'markets')",44
"('demand', 'is')",44
"('the', 'san')",42
"('francisco', 'district')",42
"('is', 'reported')",42
"('c', 'i')",42
"('commercial', 'real')",41
"('reported', 'to')",41
"('city', 'new')",41
"('severe', 'winter')",40
"('york', 'philadelphia')",38
"('many', 'districts')",38
"('are', 'reported')",37
"('have', 'been')",36
"('the', 'philadelphia')",36
"('of', 'the')",35
"('economic', 'activity')",35
"('report', 'strong')",34
"('winter', 'weather')",34
"('have', 'also')",34
"('also', 'been')",34
"('and', 'minneapolis')",34
"('minneapolis', 'districts')",34
"('district', 'and')",33
"('the', 'st')",33
"('louis', 'district')",33
"('and', 'cleveland')",33
"('cleveland', 'districts')",33
"('natural', 'resources')",33
"('the', 'cleveland')",32
"('labor', 'markets')",31
"('in', 'many')",30
"('in', 'consumer')",30
"('loan', 'quality')",30
"('residential', 'mortgage')",30
"('mortgage', 'demand')",30
"('on', 'the')",29
"('city', 'and')",29
"('also', 'report')",29
"('declines', 'in')",29
"('reports', 'that')",28
"('overall', 'demand')",28
"('i', 'loan')",28
"('strong', 'residential')",27
"('prices', 'have')",27
"('report', 'increases')",27
"('and', 'new')",26
"('district', 'notes')",26
"('and', 'dallas')",26
"('dallas', 'districts')",26
"('chicago', 'and')",26
"('activity', 'in')",26
"('little', 'change')",26
"('change', 'in')",26
"('atlanta', 'dallas')",26
"('are', 'experiencing')",25
"('experiencing', 'an')",25
"('that', 'their')",25
"('industries', 'are')",25
"('or', 'steady')",25
"('chicago', 'cleveland')",25
"('at', 'a')",24
"('boston', 'and')",24
"('minneapolis', 'philadelphia')",24
"('weather', 'is')",24
"('wage', 'gains')",23
"('york', 'districts')",23
"('producers', 'in')",23
"('price', 'increases')",23
"('prices', 'are')",23
"('tight', 'labor')",22
"('mixed', 'across')",22
"('across', 'districts')",22
"('weather', 'in')",22
"('and', 'the')",22
"('strong', 'in')",22
"('and', 'kansas')",22
"('city', 'districts')",22
"('city', 'district')",21
"('philadelphia', 'district')",21
"('markets', 'contacts')",21
"('drops', 'in')",20
"('oil', 'prices')",20
"('energy', 'extraction')",20
"('extraction', 'industries')",20
"('last', 'report')",20
"('some', 'of')",20
"('wage', 'pressures')",20
"('return', 'to')",20
"('to', 'top')",20
"('pockets', 'of')",19
