NGram,Frequency
"('in', 'the', 'cleveland', 'district')",40
"('in', 'the', 'kansas', 'city')",27
"('and', 'kansas', 'city', 'districts')",26
"('dallas', 'and', 'san', 'francisco')",25
"('and', 'san', 'francisco', 'reported')",25
"('in', 'the', 'san', 'francisco')",24
"('the', 'new', 'york', 'district')",24
"('and', 'san', 'francisco', 'districts')",23
"('in', 'the', 'st', 'louis')",22
"('the', 'san', 'francisco', 'and')",22
"('district', 'contacts', 'in', 'the')",22
"('kansas', 'city', 'and', 'dallas')",22
"('in', 'april', 'and', 'may')",21
"('in', 'the', 'dallas', 'district')",21
"('the', 'st', 'louis', 'and')",21
"('in', 'the', 'retail', 'sector')",21
"('san', 'francisco', 'reported', 'strong')",20
"('oil', 'and', 'natural', 'gas')",18
"('philadelphia', 'and', 'san', 'francisco')",16
"('the', 'kansas', 'city', 'district')",16
"('chicago', 'and', 'st', 'louis')",15
"('in', 'the', 'boston', 'philadelphia')",15
"('kansas', 'city', 'dallas', 'and')",15
"('most', 'federal', 'reserve', 'districts')",14
"('little', 'or', 'muted', 'upward')",14
"('or', 'muted', 'upward', 'pressures')",14
"('energyrelated', 'products', 'building', 'materials')",14
"('products', 'building', 'materials', 'and')",14
"('building', 'materials', 'and', 'steel')",14
"('in', 'the', 'minneapolis', 'and')",14
"('st', 'louis', 'and', 'chicago')",14
"('louis', 'and', 'chicago', 'districts')",14
"('new', 'york', 'richmond', 'atlanta')",12
"('demand', 'for', 'agricultural', 'products')",11
"('in', 'most', 'federal', 'reserve')",11
"('district', 'reports', 'indicated', 'little')",11
"('reports', 'indicated', 'little', 'or')",11
"('indicated', 'little', 'or', 'muted')",11
"('muted', 'upward', 'pressures', 'on')",11
"('upward', 'pressures', 'on', 'wages')",11
"('pressures', 'on', 'wages', 'although')",11
"('on', 'wages', 'although', 'the')",11
"('wages', 'although', 'the', 'rising')",11
"('although', 'the', 'rising', 'cost')",11
"('the', 'rising', 'cost', 'of')",11
"('rising', 'cost', 'of', 'health')",11
"('cost', 'of', 'health', 'insurance')",11
