NGram,Frequency
"('in', 'late', 'february', 'and', 'march')",6
"('the', 'oil', 'and', 'gas', 'industry')",4
"('compared', 'with', 'the', 'same', 'period')",4
"('increase', 'in', 'the', 'number', 'of')",3
"('in', 'the', 'number', 'of', 'contacts')",3
"('across', 'most', 'of', 'the', 'district')",3
"('in', 'february', 'compared', 'with', 'the')",3
"('compared', 'to', 'those', 'of', 'a')",3
"('to', 'those', 'of', 'a', 'year')",3
"('the', 'first', 'quarter', 'of', '2016')",3
"('those', 'of', 'a', 'year', 'ago')",3
"('compared', 'with', 'a', 'year', 'earlier')",3
"('over', 'the', 'reporting', 'period', 'contacts')",3
"('since', 'the', 'previous', 'reporting', 'period')",3
"('over', 'the', 'past', 'six', 'weeks')",3
"('late', 'february', 'and', 'march', 'and')",2
"('were', 'not', 'providing', 'more', 'of')",2
"('not', 'providing', 'more', 'of', 'a')",2
"('providing', 'more', 'of', 'a', 'boost')",2
"('more', 'of', 'a', 'boost', 'to')",2
"('of', 'a', 'boost', 'to', 'consumer')",2
"('a', 'boost', 'to', 'consumer', 'spending')",2
"('in', 'the', 'richmond', 'district', 'reported')",2
"('late', 'february', 'and', 'march', 'most')",2
"('excess', 'stocks', 'of', 'winterrelated', 'items')",2
"('several', 'districts', 'reported', 'increases', 'in')",2
"('professional', 'hightech', 'and', 'wholesale', 'trade')",2
"('in', 'a', 'number', 'of', 'districts')",2
"('capacity', 'shortages', 'at', 'some', 'facilities')",2
"('contacts', 'in', 'the', 'richmond', 'district')",2
"('shipments', 'of', 'agricultural', 'and', 'forest')",2
"('of', 'agricultural', 'and', 'forest', 'products')",2
"('in', 'the', 'energy', 'and', 'steel')",2
"('for', 'the', 'oil', 'and', 'gas')",2
"('their', 'product', 'offerings', 'toward', 'other')",2
"('product', 'offerings', 'toward', 'other', 'industries')",2
"('construction', 'and', 'real', 'estate', 'construction')",2
"('and', 'real', 'estate', 'construction', 'and')",2
"('real', 'estate', 'construction', 'and', 'real')",2
"('estate', 'construction', 'and', 'real', 'estate')",2
"('construction', 'and', 'real', 'estate', 'activity')",2
"('a', 'positive', 'outlook', 'for', 'the')",2
"('backlogs', 'of', 'more', 'than', 'six')",2
