NGram,Increase,Decrease,Increase_Weight,Decrease_Weight,Increase_Ratio,Decrease_Ratio
"('crop', 'is')",16,51,0.23881,0.76119,0,3
"('effects', 'from')",17,46,0.26984,0.73016,0,3
"('cleveland', 'describes')",7,19,0.26923,0.73077,0,3
"('for', 'atlanta')",7,26,0.21212,0.78788,0,4
"('category', 'of')",4,10,0.28571,0.71429,0,3
"('boston', 'describes')",4,16,0.2,0.8,0,4
"('chain', 'in')",9,26,0.25714,0.74286,0,3
"('reports', 'strength')",5,13,0.27778,0.72222,0,3
"('competition', 'is')",6,19,0.24,0.76,0,3
"('boston', 'market')",1,14,0.06667,0.93333,0,14
"('districts', 'despite')",21,55,0.27632,0.72368,0,3
"('manufactured', 'goods')",28,73,0.27723,0.72277,0,3
"('also', 'contributed')",10,37,0.21277,0.78723,0,4
"('was', 'adversely')",4,19,0.17391,0.82609,0,5
"('adversely', 'affecting')",14,63,0.18182,0.81818,0,4
"('livestock', 'conditions')",13,48,0.21311,0.78689,0,4
"('telecommunications', 'and')",20,53,0.27397,0.72603,0,3
"('was', 'weaker')",13,33,0.28261,0.71739,0,3
"('loans', 'labor')",6,18,0.25,0.75,0,3
"('boston', 'all')",2,11,0.15385,0.84615,0,5
"('boston', 'services')",1,5,0.16667,0.83333,0,5
"('hog', 'producers')",11,52,0.1746,0.8254,0,5
"('there', 'had')",7,61,0.10294,0.89706,0,9
"('the', 'rains')",4,35,0.10256,0.89744,0,9
"('permits', 'were')",12,40,0.23077,0.76923,0,3
"('fell', 'somewhat')",1,32,0.0303,0.9697,0,32
"('that', 'delinquency')",11,36,0.23404,0.76596,0,3
"('decline', 'for')",6,31,0.16216,0.83784,0,5
"('loans', 'delinquencies')",1,21,0.04545,0.95455,0,21
"('delinquencies', 'remained')",6,24,0.2,0.8,0,4
"('lending', 'however')",5,23,0.17857,0.82143,0,5
"('consumer', 'delinquencies')",7,39,0.15217,0.84783,0,6
"('reported', 'tightening')",3,24,0.11111,0.88889,0,8
"('standards', 'as')",8,22,0.26667,0.73333,0,3
"('bankers', 'cited')",3,23,0.11538,0.88462,0,8
"('quality', 'return')",1,21,0.04545,0.95455,0,21
"('district', 'both')",2,21,0.08696,0.91304,0,10
"('both', 'philadelphia')",5,21,0.19231,0.80769,0,4
"('equity', 'lending')",1,25,0.03846,0.96154,0,25
"('and', 'relatively')",7,40,0.14894,0.85106,0,6
"('brought', 'relief')",7,28,0.2,0.8,0,4
"('logging', 'operations')",1,19,0.05,0.95,0,19
"('operations', 'continued')",1,19,0.05,0.95,0,19
"('good', 'clip')",1,19,0.05,0.95,0,19
