NGram,Increase,Decrease,Increase_Weight,Decrease_Weight,Increase_Ratio,Decrease_Ratio
"('remains', 'strong', 'in')",14,45,0.23729,0.76271,0,3
"('chain', 'in', 'the')",5,25,0.16667,0.83333,0,5
"('reports', 'strength', 'in')",4,13,0.23529,0.76471,0,3
"('atlanta', 'district', 'are')",4,11,0.26667,0.73333,0,3
"('for', 'retail', 'goods')",5,14,0.26316,0.73684,0,3
"('in', 'most', 'federal')",6,28,0.17647,0.82353,0,5
"('along', 'the', 'eastern')",4,12,0.25,0.75,0,3
"('boston', 'in', 'contrast')",1,8,0.11111,0.88889,0,8
"('september', 'and', 'early')",12,33,0.26667,0.73333,0,3
"('and', 'early', 'october')",12,33,0.26667,0.73333,0,3
"('most', 'districts', 'in')",28,70,0.28571,0.71429,0,3
"('of', 'tight', 'labor')",17,51,0.25,0.75,0,3
"('also', 'contributed', 'to')",10,37,0.21277,0.78723,0,4
"('francisco', 'district', 'where')",5,26,0.16129,0.83871,0,5
"('was', 'adversely', 'affecting')",4,19,0.17391,0.82609,0,5
"('remained', 'tight', 'in')",5,44,0.10204,0.89796,0,9
"('loans', 'at', 'the')",3,15,0.16667,0.83333,0,5
"('remained', 'strong', 'consumer')",3,22,0.12,0.88,0,7
"('loans', 'labor', 'markets')",6,18,0.25,0.75,0,3
"('top', 'boston', 'services')",1,5,0.16667,0.83333,0,5
"('reported', 'that', 'delinquency')",5,33,0.13158,0.86842,0,7
"('that', 'delinquency', 'rates')",11,36,0.23404,0.76596,0,3
"('delinquency', 'rates', 'continued')",3,23,0.11538,0.88462,0,8
"('to', 'decline', 'for')",5,30,0.14286,0.85714,0,6
"('decline', 'for', 'most')",4,21,0.16,0.84,0,5
"('delinquencies', 'remained', 'low')",2,22,0.08333,0.91667,0,11
"('cleveland', 'reported', 'a')",4,33,0.10811,0.89189,0,8
"('increase', 'in', 'consumer')",5,27,0.15625,0.84375,0,5
"('tightening', 'of', 'credit')",20,54,0.27027,0.72973,0,3
"('of', 'credit', 'standards')",8,42,0.16,0.84,0,5
"('credit', 'standards', 'as')",3,22,0.12,0.88,0,7
"('as', 'some', 'bankers')",1,21,0.04545,0.95455,0,21
"('cited', 'concerns', 'over')",4,22,0.15385,0.84615,0,5
"('credit', 'quality', 'return')",1,21,0.04545,0.95455,0,21
"('quality', 'return', 'to')",1,21,0.04545,0.95455,0,21
"('districts', 'commercial', 'lending')",3,20,0.13043,0.86957,0,7
"('lending', 'increased', 'in')",8,47,0.14545,0.85455,0,6
"('several', 'areas', 'of')",3,22,0.12,0.88,0,7
"('lending', 'was', 'higher')",1,20,0.04762,0.95238,0,20
"('was', 'higher', 'in')",5,28,0.15152,0.84848,0,6
"('higher', 'in', 'philadelphia')",4,20,0.16667,0.83333,0,5
"('louis', 'district', 'both')",1,20,0.04762,0.95238,0,20
"('both', 'philadelphia', 'and')",5,21,0.19231,0.80769,0,4
"('in', 'home', 'equity')",1,23,0.04167,0.95833,0,23
"('home', 'equity', 'lending')",1,25,0.03846,0.96154,0,25
"('brought', 'relief', 'to')",6,20,0.23077,0.76923,0,3
"('operations', 'continued', 'to')",1,19,0.05,0.95,0,19
"('at', 'a', 'good')",6,23,0.2069,0.7931,0,4
"('a', 'good', 'clip')",1,19,0.05,0.95,0,19
"('good', 'clip', 'in')",1,19,0.05,0.95,0,19
"('in', 'sharp', 'contrast')",1,19,0.05,0.95,0,19
"('reported', 'a', 'noticeable')",7,20,0.25926,0.74074,0,3
"('of', 'forest', 'products')",2,20,0.09091,0.90909,0,10
"('iron', 'and', 'steel')",6,26,0.1875,0.8125,0,4
"('steel', 'production', 'in')",3,19,0.13636,0.86364,0,6
"('production', 'in', 'that')",1,19,0.05,0.95,0,19
"('that', 'district', 'also')",7,20,0.25926,0.74074,0,3
"('but', 'this', 'was')",3,20,0.13043,0.86957,0,7
"('demand', 'banking', 'and')",2,19,0.09524,0.90476,0,9
"('to', 'improve', 'with')",7,24,0.22581,0.77419,0,3
"('that', 'because', 'of')",5,18,0.21739,0.78261,0,4
"('because', 'of', 'new')",5,18,0.21739,0.78261,0,4
"('coming', 'on', 'line')",1,18,0.05263,0.94737,0,18
"('and', 'gas', 'exploration')",30,90,0.25,0.75,0,3
"('gas', 'exploration', 'in')",1,18,0.05263,0.94737,0,18
"('district', 'was', 'at')",1,18,0.05263,0.94737,0,18
"('was', 'at', 'its')",5,29,0.14706,0.85294,0,6
"('at', 'its', 'highest')",4,29,0.12121,0.87879,0,7
"('its', 'highest', 'level')",17,54,0.23944,0.76056,0,3
"('highest', 'level', 'in')",10,54,0.15625,0.84375,0,5
"('than', 'a', 'decade')",1,19,0.05,0.95,0,19
"('was', 'well', 'above')",6,21,0.22222,0.77778,0,4
"('well', 'above', 'a')",1,18,0.05263,0.94737,0,18
"('while', 'dallas', 'noted')",9,27,0.25,0.75,0,3
"('remained', 'in', 'good')",2,19,0.09524,0.90476,0,9
"('good', 'condition', 'and')",1,18,0.05263,0.94737,0,18
"('prices', 'kansas', 'city')",1,17,0.05556,0.94444,0,17
"('reported', 'that', 'many')",7,32,0.17949,0.82051,0,5
"('further', 'price', 'declines')",1,17,0.05556,0.94444,0,17
"('price', 'declines', 'and')",2,18,0.1,0.9,0,9
"('were', 'expanding', 'their')",2,17,0.10526,0.89474,0,9
"('expanding', 'their', 'operations')",5,17,0.22727,0.77273,0,3
"('june', 'and', 'july')",23,106,0.17829,0.82171,0,5
"('warm', 'dry', 'weather')",1,17,0.05556,0.94444,0,17
"('districts', 'cleveland', 'richmond')",4,22,0.15385,0.84615,0,5
"('some', 'deterioration', 'in')",1,27,0.03571,0.96429,0,27
"('to', 'farmers', 'in')",8,20,0.28571,0.71429,0,3
"('districts', 'chicago', 'noted')",3,16,0.15789,0.84211,0,5
"('that', 'the', 'rains')",1,16,0.05882,0.94118,0,16
"('that', 'while', 'it')",1,16,0.05882,0.94118,0,16
"('while', 'it', 'may')",1,16,0.05882,0.94118,0,16
"('in', 'texas', 'and')",1,16,0.05882,0.94118,0,16
"('fruit', 'and', 'nut')",1,17,0.05556,0.94444,0,17
"('overall', 'prices', 'were')",2,16,0.11111,0.88889,0,8
"('were', 'stable', 'and')",5,18,0.21739,0.78261,0,4
"('their', 'inability', 'to')",3,26,0.10345,0.89655,0,9
"('inability', 'to', 'raise')",1,16,0.05882,0.94118,0,16
"('raise', 'prices', 'to')",4,15,0.21053,0.78947,0,4
"('to', 'competitive', 'pressures')",4,16,0.2,0.8,0,4
"('that', 'prices', 'remained')",4,16,0.2,0.8,0,4
"('prices', 'remained', 'steady')",3,20,0.13043,0.86957,0,7
"('saw', 'only', 'modest')",3,28,0.09677,0.90323,0,9
"('only', 'modest', 'increases')",6,16,0.27273,0.72727,0,3
"('noted', 'that', 'product')",3,15,0.16667,0.83333,0,5
"('prices', 'for', 'intermediate')",3,15,0.16667,0.83333,0,5
"('final', 'goods', 'remained')",1,16,0.05882,0.94118,0,16
"('price', 'movements', 'in')",1,15,0.0625,0.9375,0,15
"('in', 'agriculture', 'and')",6,15,0.28571,0.71429,0,3
"('agriculture', 'and', 'energy')",4,19,0.17391,0.82609,0,5
"('minneapolis', 'reported', 'higher')",1,15,0.0625,0.9375,0,15
"('hog', 'prices', 'and')",3,15,0.16667,0.83333,0,5
"('prices', 'and', 'dallas')",3,15,0.16667,0.83333,0,5
"('lumber', 'prices', 'were')",1,41,0.02381,0.97619,0,41
"('fed', 'cattle', 'prices')",2,15,0.11765,0.88235,0,7
"('cattle', 'prices', 'as')",1,15,0.0625,0.9375,0,15
"('reported', 'downward', 'price')",3,15,0.16667,0.83333,0,5
"('downward', 'price', 'pressure')",6,16,0.27273,0.72727,0,3
"('on', 'meat', 'and')",1,15,0.0625,0.9375,0,15
"('meat', 'and', 'produce')",1,15,0.0625,0.9375,0,15
"('in', 'grocery', 'stores')",1,15,0.0625,0.9375,0,15
"('although', 'cattle', 'prices')",1,15,0.0625,0.9375,0,15
"('and', 'clerical', 'positions')",4,14,0.22222,0.77778,0,4
"('costs', 'in', 'the')",11,44,0.2,0.8,0,4
"('labor', 'markets', 'strengthened')",1,16,0.05882,0.94118,0,16
"('francisco', 'reported', 'tight')",4,13,0.23529,0.76471,0,3
"('reported', 'tight', 'labor')",5,13,0.27778,0.72222,0,3
"('the', 'pool', 'of')",5,15,0.25,0.75,0,3
