NGram,Frequency
"('the', 'remainder', 'of', 'the', 'year')",7
"('over', 'the', 'next', 'three', 'months')",7
"('over', 'the', 'next', 'six', 'months')",6
"('for', 'the', 'remainder', 'of', 'the')",5
"('Return', 'to', 'top', 'Consumer', 'Spending')",5
"('percent', 'from', 'a', 'year', 'ago')",4
"('since', 'the', 'last', 'report', 'and')",4
"('for', 'commercial', 'and', 'industrial', 'loans')",4
"('during', 'the', 'survey', 'period', 'and')",4
"('in', 'the', 'aftermath', 'of', 'the')",3
"('in', 'a', 'number', 'of', 'Districts')",3
"('Kansas', 'City', 'and', 'San', 'Francisco')",3
"('from', 'a', 'year', 'ago', 'in')",3
"('since', 'the', 'previous', 'Beige', 'Book')",3
"('during', 'the', 'next', 'six', 'months')",3
"('Since', 'the', 'last', 'Beige', 'Book')",3
"('Real', 'Estate', 'and', 'Construction', 'Residential')",3
"('during', 'the', 'past', 'six', 'weeks')",3
"('during', 'the', 'reporting', 'period', 'but')",3
"('the', 'same', 'period', 'in', '2010')",3
"('slightly', 'since', 'the', 'last', 'report')",3
"('Consumer', 'Spending', 'and', 'Tourism', 'Consumer')",2
"('Spending', 'and', 'Tourism', 'Consumer', 'spending')",2
"('A', 'large', 'number', 'of', 'Districts')",2
"('large', 'number', 'of', 'Districts', 'reported')",2
"('number', 'of', 'Districts', 'reported', 'that')",2
"('sales', 'were', 'flat', 'to', 'down')",2
"('tourism', 'remained', 'vibrant', 'in', 'other')",2
"('remained', 'vibrant', 'in', 'other', 'areas')",2
"('Business', 'Spending', 'Business', 'spending', 'increased')",2
"('disruptions', 'caused', 'by', 'the', 'Japanese')",2
"('Cleveland', 'Atlanta', 'and', 'Chicago', 'noted')",2
"('and', 'Chicago', 'noted', 'an', 'increase')",2
"('Chicago', 'noted', 'an', 'increase', 'in')",2
"('was', 'reported', 'to', 'have', 'been')",2
"('contacts', 'in', 'St', 'Louis', 'reported')",2
"('in', 'St', 'Louis', 'reported', 'that')",2
"('activity', 'increased', 'since', 'the', 'last')",2
"('increased', 'since', 'the', 'last', 'report')",2
"('real', 'estate', 'and', 'construction', 'activity')",2
"('estate', 'and', 'construction', 'activity', 'was')",2
"('and', 'construction', 'activity', 'was', 'little')",2
"('construction', 'activity', 'was', 'little', 'changed')",2
"('was', 'little', 'changed', 'on', 'balance')",2
"('at', 'a', 'moderate', 'pace', 'in')",2
"('Kansas', 'City', 'Dallas', 'and', 'San')",2
"('City', 'Dallas', 'and', 'San', 'Francisco')",2
"('real', 'estate', 'conditions', 'remained', 'weak')",2
"('Chicago', 'and', 'Kansas', 'City', 'all')",2
"('and', 'Kansas', 'City', 'all', 'noted')",2
"('higher', 'than', 'a', 'year', 'ago')",2
"('in', 'the', 'Gulf', 'of', 'Mexico')",2
"('about', 'the', 'strength', 'of', 'holiday')",2
"('the', 'strength', 'of', 'holiday', 'sales')",2
"('for', 'workers', 'with', 'specialized', 'skills')",2
"('reported', 'increases', 'in', 'raw', 'material')",2
"('5', 'percent', 'to', '7', 'percent')",2
"('for', 'the', 'first', 'time', 'since')",2
"('because', 'of', 'a', 'lack', 'of')",2
"('The', 'higher', 'end', 'of', 'the')",2
"('compared', 'to', 'a', 'year', 'ago')",2
"('in', 'western', 'New', 'York', 'State')",2
"('in', 'Japan', 'earlier', 'this', 'year')",2
"('a', 'year', 'ago', 'in', 'both')",2
"('year', 'ago', 'in', 'both', 'August')",2
