NGram,Frequency
"('and', 'San', 'Francisco', 'Districts')",18
"('since', 'the', 'last', 'report')",13
"('in', 'the', 'New', 'York')",11
"('Dallas', 'and', 'San', 'Francisco')",7
"('Kansas', 'City', 'and', 'San')",7
"('City', 'and', 'San', 'Francisco')",7
"('during', 'the', 'reporting', 'period')",7
"('Real', 'Estate', 'and', 'Construction')",7
"('than', 'a', 'year', 'ago')",7
"('since', 'the', 'last', 'survey')",6
"('the', 'past', 'six', 'weeks')",6
"('commercial', 'and', 'industrial', 'loans')",6
"('in', 'the', 'fourth', 'quarter')",6
"('the', 'first', 'half', 'of')",6
"('since', 'the', 'last', 'Beige')",6
"('the', 'last', 'Beige', 'Book')",6
"('Minneapolis', 'Kansas', 'City', 'and')",5
"('with', 'the', 'exception', 'of')",5
"('Return', 'to', 'top', 'Consumer')",5
"('to', 'top', 'Consumer', 'Spending')",5
"('from', 'a', 'year', 'ago')",5
"('from', 'a', 'year', 'earlier')",5
"('the', 'next', 'six', 'months')",5
"('noted', 'an', 'increase', 'in')",5
"('a', 'modest', 'increase', 'in')",5
"('Kansas', 'City', 'Dallas', 'and')",4
"('City', 'Dallas', 'and', 'San')",4
"('and', 'Kansas', 'City', 'Districts')",4
"('reported', 'an', 'increase', 'in')",4
"('the', 'end', 'of', 'December')",4
"('in', 'the', 'Kansas', 'City')",4
"('in', 'late', 'November', 'and')",4
"('first', 'half', 'of', '2011')",4
"('during', 'the', 'past', 'six')",4
"('to', 'a', 'year', 'ago')",4
"('since', 'our', 'last', 'report')",4
"('compared', 'with', 'a', 'year')",4
"('with', 'a', 'year', 'ago')",4
"('that', 'the', 'pace', 'of')",4
"('with', 'the', 'same', 'period')",4
"('commercial', 'real', 'estate', 'markets')",4
"('compared', 'with', 'the', 'prior')",4
"('over', 'the', 'next', 'six')",4
"('the', 'next', 'three', 'months')",4
"('the', 'last', 'survey', 'period')",4
"('the', 'Boston', 'Atlanta', 'and')",3
"('St', 'Louis', 'Minneapolis', 'Kansas')",3
"('Louis', 'Minneapolis', 'Kansas', 'City')",3
"('in', 'St', 'Louis', 'and')",3
"('in', 'the', 'Cleveland', 'District')",3
"('in', 'the', 'Richmond', 'Chicago')",3
"('Minneapolis', 'and', 'Kansas', 'City')",3
"('economic', 'conditions', 'in', '2011')",3
