NGram,Frequency
"('since', 'the', 'last', 'report')",28
"('and', 'San', 'Francisco', 'Districts')",12
"('Dallas', 'and', 'San', 'Francisco')",10
"('the', 'last', 'Beige', 'Book')",8
"('the', 'past', 'six', 'weeks')",7
"('in', 'April', 'and', 'May')",7
"('during', 'the', 'reporting', 'period')",7
"('in', 'the', 'New', 'York')",6
"('Kansas', 'City', 'Dallas', 'and')",6
"('City', 'Dallas', 'and', 'San')",6
"('and', 'Kansas', 'City', 'Districts')",6
"('Real', 'Estate', 'and', 'Construction')",6
"('the', 'second', 'half', 'of')",6
"('Return', 'to', 'top', 'Consumer')",6
"('to', 'top', 'Consumer', 'Spending')",6
"('April', 'and', 'early', 'May')",6
"('commercial', 'and', 'industrial', 'loans')",6
"('since', 'the', 'last', 'Beige')",6
"('noted', 'an', 'increase', 'in')",6
"('food', 'and', 'energy', 'prices')",5
"('from', 'a', 'year', 'ago')",5
"('in', 'the', 'San', 'Francisco')",5
"('reported', 'an', 'increase', 'in')",5
"('than', 'a', 'year', 'ago')",5
"('over', 'the', 'last', 'month')",5
"('and', 'St', 'Louis', 'Districts')",4
"('Minneapolis', 'Kansas', 'City', 'and')",4
"('Kansas', 'City', 'and', 'Dallas')",4
"('from', 'a', 'year', 'earlier')",4
"('Chicago', 'and', 'Kansas', 'City')",4
"('steady', 'since', 'the', 'last')",4
"('in', 'commercial', 'real', 'estate')",4
"('Minneapolis', 'Kansas', 'City', 'Dallas')",4
"('in', 'the', 'first', 'quarter')",4
"('compared', 'to', 'a', 'year')",4
"('Construction', 'and', 'Real', 'Estate')",4
"('in', 'April', 'and', 'early')",4
"('a', 'slight', 'increase', 'in')",4
"('since', 'our', 'last', 'report')",4
"('reported', 'that', 'sales', 'were')",4
"('percent', 'of', 'the', 'retailers')",4
"('that', 'their', 'inventories', 'were')",4
"('percent', 'of', 'the', 'car')",4
"('of', 'the', 'car', 'dealers')",4
"('increased', 'since', 'the', 'last')",4
"('from', 'the', 'previous', 'survey')",4
"('over', 'the', 'past', 'six')",4
"('conditions', 'continued', 'to', 'improve')",3
"('a', 'number', 'of', 'Districts')",3
"('workers', 'with', 'specialized', 'technical')",3
"('with', 'specialized', 'technical', 'skills')",3
"('Consumer', 'Spending', 'and', 'Tourism')",3
"('in', 'the', 'Philadelphia', 'Cleveland')",3
"('City', 'and', 'Dallas', 'Districts')",3
"('in', 'the', 'Richmond', 'District')",3
"('down', 'from', 'a', 'year')",3
"('reported', 'a', 'decline', 'in')",3
"('the', 'last', 'report', 'and')",3
"('and', 'the', 'outlook', 'for')",3
"('the', 'outlook', 'for', 'the')",3
"('for', 'the', 'summer', 'season')",3
"('Atlanta', 'Kansas', 'City', 'and')",3
"('Kansas', 'City', 'and', 'San')",3
"('City', 'and', 'San', 'Francisco')",3
"('the', 'pace', 'of', 'growth')",3
"('activity', 'was', 'reported', 'as')",3
"('a', 'pickup', 'in', 'demand')",3
"('disruptions', 'related', 'to', 'the')",3
"('the', 'San', 'Francisco', 'District')",3
"('in', 'the', 'coming', 'months')",3
"('Estate', 'and', 'Construction', 'Residential')",3
"('prices', 'have', 'been', 'steady')",3
"('second', 'half', 'of', '2011')",3
"('in', 'the', 'St', 'Louis')",3
"('at', 'very', 'low', 'levels')",3
"('steady', 'in', 'New', 'York')",3
"('in', 'business', 'loan', 'demand')",3
"('for', 'commercial', 'real', 'estate')",3
"('in', 'New', 'York', 'and')",3
"('on', 'the', 'Mississippi', 'River')",3
"('in', 'the', 'Gulf', 'of')",3
"('the', 'Gulf', 'of', 'Mexico')",3
"('increase', 'in', 'drilling', 'activity')",3
"('Chicago', 'Minneapolis', 'Kansas', 'City')",3
"('for', 'the', 'rest', 'of')",3
"('to', 'meet', 'increased', 'demand')",3
"('at', 'a', 'slower', 'rate')",3
"('through', 'the', 'end', 'of')",3
"('for', 'the', 'remainder', 'of')",3
"('the', 'first', 'half', 'of')",3
"('in', 'New', 'York', 'City')",3
"('in', 'the', 'months', 'ahead')",3
"('in', 'new', 'orders', 'and')",3
"('earlier', 'in', 'the', 'year')",3
"('in', 'the', 'near', 'future')",3
"('the', 'previous', 'Beige', 'Book')",3
"('during', 'the', 'past', 'six')",3
"('in', 'the', 'upcoming', 'months')",3
"('at', 'a', 'modest', 'pace')",3
"('to', 'a', 'year', 'ago')",3
"('real', 'estate', 'activity', 'was')",3
"('sales', 'in', 'April', 'and')",3
"('the', 'previous', 'reporting', 'period')",3
"('their', 'inventories', 'were', 'too')",3
"('reported', 'that', 'their', 'inventories')",3
