NGram,Frequency
"('in', 'the', 'Kansas', 'City', 'District')",8
"('in', 'the', 'New', 'York', 'District')",8
"('in', 'the', 'San', 'Francisco', 'District')",8
"('Kansas', 'City', 'and', 'Dallas', 'Districts')",5
"('the', 'oil', 'and', 'gas', 'industry')",5
"('Return', 'to', 'top', 'Consumer', 'Spending')",5
"('since', 'the', 'previous', 'Beige', 'Book')",5
"('over', 'the', 'past', 'six', 'weeks')",5
"('over', 'the', 'reporting', 'period', 'while')",4
"('in', 'April', 'and', 'early', 'May')",4
"('across', 'most', 'of', 'the', 'District')",4
"('compared', 'with', 'a', 'year', 'ago')",4
"('the', 'same', 'period', 'last', 'year')",4
"('in', 'the', 'New', 'York', 'Cleveland')",3
"('in', 'the', 'Cleveland', 'and', 'Chicago')",3
"('the', 'Cleveland', 'and', 'Chicago', 'Districts')",3
"('in', 'the', 'St', 'Louis', 'District')",3
"('in', 'the', 'oil', 'and', 'gas')",3
"('Minneapolis', 'Kansas', 'City', 'and', 'Dallas')",3
"('Minneapolis', 'and', 'Kansas', 'City', 'Districts')",3
"('in', 'the', 'Cleveland', 'Atlanta', 'and')",3
"('St', 'Louis', 'and', 'San', 'Francisco')",3
"('and', 'San', 'Francisco', 'Districts', 'and')",3
"('in', 'the', 'Dallas', 'District', 'and')",3
"('in', 'the', 'New', 'York', 'and')",3
"('in', 'every', 'state', 'in', 'the')",3
"('every', 'state', 'in', 'the', 'First')",3
"('state', 'in', 'the', 'First', 'District')",3
"('over', 'the', 'next', 'six', 'months')",3
"('According', 'to', 'our', 'most', 'recent')",3
"('continued', 'to', 'grow', 'at', 'a')",3
"('compared', 'with', 'a', 'year', 'earlier')",3
"('during', 'the', 'past', 'three', 'months')",3
"('and', 'delinquencies', 'were', 'lower', 'For')",3
"('and', 'the', 'median', 'sales', 'price')",3
"('at', 'a', 'slower', 'pace', 'than')",3
"('increased', 'over', 'the', 'reporting', 'period')",2
"('over', 'the', 'reporting', 'period', 'except')",2
"('the', 'reporting', 'period', 'except', 'for')",2
"('reporting', 'period', 'except', 'for', 'in')",2
"('period', 'except', 'for', 'in', 'the')",2
"('except', 'for', 'in', 'the', 'Dallas')",2
"('for', 'in', 'the', 'Dallas', 'District')",2
"('in', 'the', 'Dallas', 'District', 'where')",2
"('the', 'Dallas', 'District', 'where', 'it')",2
"('Dallas', 'District', 'where', 'it', 'was')",2
"('slightly', 'weaker', 'and', 'in', 'the')",2
"('weaker', 'and', 'in', 'the', 'Kansas')",2
"('and', 'in', 'the', 'Kansas', 'City')",2
"('the', 'Kansas', 'City', 'District', 'where')",2
"('Kansas', 'City', 'District', 'where', 'it')",2
"('in', 'some', 'districts', 'attributed', 'to')",2
"('attributed', 'to', 'lower', 'gasoline', 'prices')",2
"('most', 'reporting', 'districts', 'except', 'for')",2
"('strong', 'in', 'the', 'Richmond', 'Atlanta')",2
"('in', 'the', 'Richmond', 'Atlanta', 'and')",2
"('the', 'Richmond', 'Atlanta', 'and', 'Dallas')",2
"('Richmond', 'Atlanta', 'and', 'Dallas', 'Districts')",2
"('real', 'estate', 'activity', 'and', 'construction')",2
"('improved', 'since', 'the', 'last', 'report')",2
"('noted', 'in', 'the', 'New', 'York')",2
"('Atlanta', 'and', 'San', 'Francisco', 'Districts')",2
"('activity', 'continued', 'to', 'decline', 'in')",2
"('Employment', 'levels', 'were', 'up', 'slightly')",2
"('up', 'over', 'the', 'reporting', 'period')",2
"('in', 'the', 'biotech', 'and', 'pharmaceutical')",2
"('the', 'San', 'Francisco', 'District', 'reported')",2
"('of', 'activity', 'in', 'mergers', 'and')",2
"('activity', 'in', 'mergers', 'and', 'acquisitions')",2
"('St', 'Louis', 'Kansas', 'City', 'and')",2
"('Louis', 'Kansas', 'City', 'and', 'Dallas')",2
"('the', 'Cleveland', 'and', 'San', 'Francisco')",2
"('Cleveland', 'and', 'San', 'Francisco', 'Districts')",2
"('and', 'San', 'Francisco', 'Districts', 'reported')",2
"('in', 'the', 'Richmond', 'and', 'Chicago')",2
"('the', 'Richmond', 'and', 'Chicago', 'Districts')",2
"('downturn', 'in', 'the', 'oil', 'and')",2
"('The', 'Kansas', 'City', 'District', 'reported')",2
"('energyproducing', 'states', 'like', 'Oklahoma', 'and')",2
"('states', 'like', 'Oklahoma', 'and', 'New')",2
"('like', 'Oklahoma', 'and', 'New', 'Mexico')",2
"('machinery', 'sales', 'remained', 'weak', 'and')",2
"('sales', 'remained', 'weak', 'and', 'were')",2
"('were', 'down', 'significantly', 'from', 'a')",2
"('down', 'significantly', 'from', 'a', 'year')",2
"('significantly', 'from', 'a', 'year', 'ago')",2
"('a', 'year', 'ago', 'and', 'the')",2
"('involved', 'in', 'natural', 'gas', 'and')",2
"('in', 'natural', 'gas', 'and', 'pipeline')",2
"('natural', 'gas', 'and', 'pipeline', 'work')",2
"('gas', 'and', 'pipeline', 'work', 'noted')",2
"('and', 'pipeline', 'work', 'noted', 'negative')",2
"('pipeline', 'work', 'noted', 'negative', 'impacts')",2
"('decreased', 'drilling', 'activity', 'and', 'lowered')",2
"('drilling', 'activity', 'and', 'lowered', 'capital')",2
"('the', 'slowdown', 'in', 'oil', 'and')",2
"('slowdown', 'in', 'oil', 'and', 'gas')",2
"('in', 'oil', 'and', 'gas', 'investment')",2
"('oil', 'and', 'gas', 'investment', 'has')",2
"('and', 'gas', 'investment', 'has', 'been')",2
"('gas', 'investment', 'has', 'been', 'much')",2
"('investment', 'has', 'been', 'much', 'bigger')",2
"('has', 'been', 'much', 'bigger', 'and')",2
"('been', 'much', 'bigger', 'and', 'faster')",2
"('much', 'bigger', 'and', 'faster', 'than')",2
"('in', 'the', 'Minneapolis', 'and', 'Kansas')",2
"('the', 'Minneapolis', 'and', 'Kansas', 'City')",2
"('Consumer', 'Spending', 'and', 'Tourism', 'Consumer')",2
"('Spending', 'and', 'Tourism', 'Consumer', 'spending')",2
"('and', 'Tourism', 'Consumer', 'spending', 'increased')",2
"('districts', 'since', 'the', 'prior', 'report')",2
"('the', 'New', 'York', 'District', 'and')",2
"('Cleveland', 'and', 'Kansas', 'City', 'Districts')",2
"('Chicago', 'and', 'San', 'Francisco', 'Districts')",2
"('reported', 'strong', 'sales', 'in', 'the')",2
"('prices', 'provided', 'a', 'tailwind', 'for')",2
"('provided', 'a', 'tailwind', 'for', 'consumer')",2
"('a', 'tailwind', 'for', 'consumer', 'spending')",2
"('the', 'New', 'York', 'District', 'said')",2
"('still', 'being', 'negatively', 'impacted', 'by')",2
"('being', 'negatively', 'impacted', 'by', 'residual')",2
"('negatively', 'impacted', 'by', 'residual', 'effects')",2
"('impacted', 'by', 'residual', 'effects', 'of')",2
"('by', 'residual', 'effects', 'of', 'the')",2
"('from', 'cars', 'to', 'light', 'trucks')",2
"('Louis', 'and', 'San', 'Francisco', 'Districts')",2
"('Richmond', 'and', 'San', 'Francisco', 'Districts')",2
"('in', 'the', 'Boston', 'Philadelphia', 'and')",2
"('Philadelphia', 'and', 'San', 'Francisco', 'Districts')",2
"('Kansas', 'City', 'and', 'San', 'Francisco')",2
"('City', 'and', 'San', 'Francisco', 'Districts')",2
"('and', 'San', 'Francisco', 'Districts', 'noted')",2
"('underemployed', 'or', 'working', 'in', 'other')",2
"('reported', 'solid', 'capital', 'spending', 'plans')",2
"('the', 'prior', 'report', 'Demand', 'for')",2
"('prior', 'report', 'Demand', 'for', 'staffing')",2
"('report', 'Demand', 'for', 'staffing', 'services')",2
"('the', 'past', 'few', 'years', 'and')",2
"('employers', 'were', 'making', 'hiring', 'decisions')",2
"('were', 'making', 'hiring', 'decisions', 'more')",2
"('making', 'hiring', 'decisions', 'more', 'quickly')",2
"('from', 'the', 'brisk', 'pace', 'seen')",2
"('the', 'brisk', 'pace', 'seen', 'in')",2
"('brisk', 'pace', 'seen', 'in', 'March')",2
"('District', 'on', 'a', 'yearoveryear', 'basis')",2
"('for', 'new', 'home', 'sales', 'and')",2
"('in', 'April', 'on', 'a', 'yearoveryear')",2
"('April', 'on', 'a', 'yearoveryear', 'basis')",2
"('in', 'the', 'Cleveland', 'District', 'said')",2
"('rose', 'across', 'much', 'of', 'the')",2
"('slightly', 'in', 'the', 'Chicago', 'District')",2
"('deliveries', 'and', 'new', 'home', 'starts')",2
"('at', 'the', 'high', 'end', 'of')",2
"('the', 'high', 'end', 'of', 'the')",2
"('have', 'led', 'young', 'buyers', 'to')",2
"('led', 'young', 'buyers', 'to', 'consider')",2
"('young', 'buyers', 'to', 'consider', 'singlefamily')",2
"('The', 'New', 'York', 'District', 'reported')",2
"('driven', 'by', 'demand', 'for', 'industrial')",2
"('of', 'skilled', 'labor', 'remained', 'a')",2
"('skilled', 'labor', 'remained', 'a', 'constraint')",2
"('labor', 'remained', 'a', 'constraint', 'on')",2
"('remained', 'a', 'constraint', 'on', 'construction')",2
"('a', 'constraint', 'on', 'construction', 'activity')",2
"('constraint', 'on', 'construction', 'activity', 'in')",2
"('on', 'construction', 'activity', 'in', 'some')",2
"('during', 'the', 'reporting', 'period', 'Several')",2
"('contact', 'reported', 'increased', 'hiring', 'of')",2
"('reported', 'increased', 'hiring', 'of', 'loan')",2
"('increased', 'hiring', 'of', 'loan', 'originators')",2
"('hiring', 'of', 'loan', 'originators', 'processors')",2
"('of', 'loan', 'originators', 'processors', 'and')",2
"('loan', 'originators', 'processors', 'and', 'underwriters')",2
"('originators', 'processors', 'and', 'underwriters', 'to')",2
"('processors', 'and', 'underwriters', 'to', 'meet')",2
"('and', 'underwriters', 'to', 'meet', 'growing')",2
"('the', 'Cleveland', 'District', 'said', 'the')",2
"('in', 'the', 'Chicago', 'District', 'Credit')",2
"('the', 'New', 'York', 'and', 'St')",2
"('New', 'York', 'and', 'St', 'Louis')",2
"('York', 'and', 'St', 'Louis', 'Districts')",2
"('and', 'St', 'Louis', 'Districts', 'and')",2
"('expressed', 'continued', 'confidence', 'in', 'the')",2
"('continued', 'confidence', 'in', 'the', 'quality')",2
"('confidence', 'in', 'the', 'quality', 'of')",2
"('in', 'the', 'quality', 'of', 'their')",2
"('the', 'quality', 'of', 'their', 'loan')",2
"('quality', 'of', 'their', 'loan', 'portfolios')",2
"('Credit', 'standards', 'remained', 'largely', 'unchanged')",2
"('and', 'St', 'Louis', 'Districts', 'noted')",2
"('downward', 'pressure', 'on', 'net', 'interest')",2
"('pressure', 'on', 'net', 'interest', 'margins')",2
"('conditions', 'in', 'much', 'of', 'the')",2
"('the', 'Atlanta', 'Minneapolis', 'Kansas', 'City')",2
"('in', 'the', 'Richmond', 'and', 'St')",2
"('the', 'Richmond', 'and', 'St', 'Louis')",2
"('Richmond', 'and', 'St', 'Louis', 'Districts')",2
"('wet', 'field', 'conditions', 'prevented', 'some')",2
"('field', 'conditions', 'prevented', 'some', 'producers')",2
"('conditions', 'prevented', 'some', 'producers', 'in')",2
"('prevented', 'some', 'producers', 'in', 'South')",2
"('some', 'producers', 'in', 'South', 'Texas')",2
"('producers', 'in', 'South', 'Texas', 'from')",2
"('in', 'South', 'Texas', 'from', 'planting')",2
"('South', 'Texas', 'from', 'planting', 'crops')",2
"('was', 'expected', 'to', 'cost', 'Minnesota')",2
"('producers', 'more', 'than', '300', 'million')",2
"('Dallas', 'and', 'San', 'Francisco', 'Districts')",2
"('rigs', 'operating', 'in', 'the', 'Marcellus')",2
"('operating', 'in', 'the', 'Marcellus', 'and')",2
"('in', 'the', 'Marcellus', 'and', 'Utica')",2
"('leveled', 'out', 'in', 'April', 'after')",2
"('firms', 'in', 'the', 'Minneapolis', 'District')",2
"('drop', 'in', 'capital', 'expenditures', 'this')",2
"('in', 'capital', 'expenditures', 'this', 'year')",2
"('at', 'regional', 'oil', 'and', 'gas')",2
"('regional', 'oil', 'and', 'gas', 'firms')",2
"('said', 'that', 'if', 'a', 'further')",2
"('that', 'if', 'a', 'further', 'rebound')",2
"('if', 'a', 'further', 'rebound', 'in')",2
"('a', 'further', 'rebound', 'in', 'oil')",2
"('further', 'rebound', 'in', 'oil', 'prices')",2
"('rebound', 'in', 'oil', 'prices', 'occurs')",2
"('in', 'oil', 'prices', 'occurs', 'and')",2
"('oil', 'prices', 'occurs', 'and', 'holds')",2
"('prices', 'occurs', 'and', 'holds', 'drilling')",2
"('occurs', 'and', 'holds', 'drilling', 'could')",2
"('and', 'holds', 'drilling', 'could', 'ramp')",2
"('holds', 'drilling', 'could', 'ramp', 'back')",2
"('drilling', 'could', 'ramp', 'back', 'up')",2
"('could', 'ramp', 'back', 'up', 'later')",2
"('ramp', 'back', 'up', 'later', 'this')",2
"('back', 'up', 'later', 'this', 'year')",2
"('in', 'West', 'Virginias', 'coal', 'and')",2
"('West', 'Virginias', 'coal', 'and', 'gas')",2
"('Virginias', 'coal', 'and', 'gas', 'industries')",2
"('job', 'openings', 'in', 'the', 'energyproducing')",2
"('openings', 'in', 'the', 'energyproducing', 'area')",2
"('in', 'the', 'energyproducing', 'area', 'of')",2
"('the', 'energyproducing', 'area', 'of', 'North')",2
"('energyproducing', 'area', 'of', 'North', 'Dakota')",2
"('area', 'of', 'North', 'Dakota', 'were')",2
"('of', 'North', 'Dakota', 'were', 'down')",2
"('proportion', 'of', 'servicesector', 'firms', 'plan')",2
"('of', 'servicesector', 'firms', 'plan', 'to')",2
"('servicesector', 'firms', 'plan', 'to', 'expand')",2
"('firms', 'plan', 'to', 'expand', 'employment')",2
"('plan', 'to', 'expand', 'employment', 'in')",2
"('to', 'expand', 'employment', 'in', 'the')",2
"('expand', 'employment', 'in', 'the', 'months')",2
"('employment', 'in', 'the', 'months', 'ahead')",2
"('recent', 'minimum', 'pay', 'announcements', 'from')",2
"('minimum', 'pay', 'announcements', 'from', 'a')",2
"('pay', 'announcements', 'from', 'a', 'number')",2
"('announcements', 'from', 'a', 'number', 'of')",2
"('employers', 'would', 'affect', 'local', 'labor')",2
"('would', 'affect', 'local', 'labor', 'markets')",2
"('reported', 'a', 'willingness', 'to', 'raise')",2
"('a', 'willingness', 'to', 'raise', 'wages')",2
"('willingness', 'to', 'raise', 'wages', 'when')",2
"('to', 'raise', 'wages', 'when', 'necessary')",2
"('raise', 'wages', 'when', 'necessary', 'to')",2
"('wages', 'when', 'necessary', 'to', 'attract')",2
"('starting', 'pay', 'for', 'most', 'job')",2
"('pay', 'for', 'most', 'job', 'categories')",2
"('for', 'most', 'job', 'categories', 'to')",2
"('most', 'job', 'categories', 'to', 'attract')",2
"('job', 'categories', 'to', 'attract', 'new')",2
"('categories', 'to', 'attract', 'new', 'hires')",2
"('were', 'reluctant', 'to', 'pass', 'through')",2
"('reluctant', 'to', 'pass', 'through', 'lower')",2
"('to', 'pass', 'through', 'lower', 'input')",2
"('pass', 'through', 'lower', 'input', 'prices')",2
"('through', 'lower', 'input', 'prices', 'to')",2
"('lower', 'input', 'prices', 'to', 'customers')",2
"('Low', 'oil', 'prices', 'and', 'the')",2
"('oil', 'prices', 'and', 'the', 'strong')",2
"('prices', 'and', 'the', 'strong', 'dollar')",2
"('and', 'the', 'strong', 'dollar', 'reduced')",2
"('the', 'strong', 'dollar', 'reduced', 'input')",2
"('strong', 'dollar', 'reduced', 'input', 'and')",2
